id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
400128082,1,First stage,Group A,2022-11-20,0,1,QAT,ECU,Qatar,Ecuador,0,2,0,0,ECU,5-3-2,4-4-2,47.09,52.91,67372,Al Bayt Stadium,61,24,8,Clear Night
400235458,3,First stage,Group B,2022-11-21,0,1,ENG,IRN,England,IR Iran,6,2,0,0,ENG,4-3-3,5-3-2,73.95,26.05,45334,Khalifa International Stadium,51,26,6,Sunny
400235449,2,First stage,Group A,2022-11-21,0,1,SEN,NED,Senegal,Netherlands,0,2,0,0,NED,4-5-1,3-5-2,46.98,53.02,41721,Al Thumama Stadium,65,24,5,Clear Night
400235455,4,First stage,Group B,2022-11-21,0,1,USA,WAL,United States,Wales,1,1,0,0,,4-3-3,5-3-2,57.77,42.23,43418,Ahmad Bin Ali Stadium,71,23,4,Clear Night
400235461,8,First stage,Group C,2022-11-22,0,1,ARG,KSA,Argentina,Saudi Arabia,1,2,0,0,KSA,4-4-2,4-3-3,65.83,34.17,88012,Lusail Stadium,47,27,3,Sunny
400235466,6,First stage,Group D,2022-11-22,0,1,DEN,TUN,Denmark,Tunisia,0,0,0,0,,3-5-2,3-4-3,58.83,41.17,42925,Education City Stadium,54,26,2,Sunny
400235463,7,First stage,Group C,2022-11-22,0,1,MEX,POL,Mexico,Poland,0,0,0,0,,4-3-3,4-5-1,59.27,40.73,39369,Stadium 974,54,24,2,Clear Night
400235470,5,First stage,Group D,2022-11-22,0,1,FRA,AUS,France,Australia,4,1,0,0,FRA,4-3-3,4-3-3,60.67,39.33,40875,Al Janoub Stadium,72,22,2,Clear Night
400235481,12,First stage,Group F,2022-11-23,0,1,MAR,CRO,Morocco,Croatia,0,0,0,0,,4-3-3,4-3-3,37.27,62.73,59407,Al Bayt Stadium,37,27,3,Sunny
400235476,11,First stage,Group E,2022-11-23,0,1,GER,JPN,Germany,Japan,1,2,0,0,JPN,4-5-1,4-5-1,70.58,29.42,42608,Khalifa International Stadium,42,26,3,Sunny
400235472,10,First stage,Group E,2022-11-23,0,1,ESP,CRC,Spain,Costa Rica,7,0,0,0,ESP,4-3-3,4-4-2,76.74,23.26,40013,Al Thumama Stadium,50,24,2,Clear Night
400235477,9,First stage,Group F,2022-11-23,0,1,BEL,CAN,Belgium,Canada,1,0,0,0,BEL,3-5-2,3-4-3,51.8,48.2,40432,Ahmad Bin Ali Stadium,56,22,1,Clear Night
