id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
400128082,1,First stage,Group A,QAT,ECU,2022-11-20,16:00,2022-11-20,19:00
400235458,3,First stage,Group B,ENG,IRN,2022-11-21,13:00,2022-11-21,16:00
400235449,2,First stage,Group A,SEN,NED,2022-11-21,16:00,2022-11-21,19:00
400235455,4,First stage,Group B,USA,WAL,2022-11-21,19:00,2022-11-21,22:00
400235461,8,First stage,Group C,ARG,KSA,2022-11-22,10:00,2022-11-22,13:00
400235466,6,First stage,Group D,DEN,TUN,2022-11-22,13:00,2022-11-22,16:00
400235463,7,First stage,Group C,MEX,POL,2022-11-22,16:00,2022-11-22,19:00
400235470,5,First stage,Group D,FRA,AUS,2022-11-22,19:00,2022-11-22,22:00
400235481,12,First stage,Group F,MAR,CRO,2022-11-23,10:00,2022-11-23,13:00
400235476,11,First stage,Group E,GER,JPN,2022-11-23,13:00,2022-11-23,16:00
400235472,10,First stage,Group E,ESP,CRC,2022-11-23,16:00,2022-11-23,19:00
400235477,9,First stage,Group F,BEL,CAN,2022-11-23,19:00,2022-11-23,22:00
400235484,16,First stage,Group G,BRA,SRB,2022-11-24,19:00,2022-11-24,22:00
400235493,15,First stage,Group H,POR,GHA,2022-11-24,16:00,2022-11-24,19:00
400235488,13,First stage,Group G,SUI,CMR,2022-11-24,10:00,2022-11-24,13:00
400235491,14,First stage,Group H,URU,KOR,2022-11-24,13:00,2022-11-24,16:00
400235453,17,First stage,Group B,WAL,IRN,2022-11-25,10:00,2022-11-25,13:00
400235448,18,First stage,Group A,QAT,SEN,2022-11-25,13:00,2022-11-25,16:00
400235452,19,First stage,Group A,NED,ECU,2022-11-25,16:00,2022-11-25,19:00
400235457,20,First stage,Group B,ENG,USA,2022-11-25,19:00,2022-11-25,22:00
400235469,21,First stage,Group D,TUN,AUS,2022-11-26,10:00,2022-11-26,13:00
400235459,22,First stage,Group C,POL,KSA,2022-11-26,13:00,2022-11-26,16:00
400235467,23,First stage,Group D,FRA,DEN,2022-11-26,16:00,2022-11-26,19:00
400235462,24,First stage,Group C,ARG,MEX,2022-11-26,19:00,2022-11-26,22:00
400235474,28,First stage,Group E,ESP,GER,2022-11-27,19:00,2022-11-27,22:00
400235471,25,First stage,Group E,JPN,CRC,2022-11-27,10:00,2022-11-27,13:00
400235480,26,First stage,Group F,BEL,MAR,2022-11-27,13:00,2022-11-27,16:00
400235482,27,First stage,Group F,CRO,CAN,2022-11-27,16:00,2022-11-27,19:00
400235485,31,First stage,Group G,BRA,SUI,2022-11-28,16:00,2022-11-28,19:00
400235492,32,First stage,Group H,POR,URU,2022-11-28,19:00,2022-11-28,22:00
400235487,29,First stage,Group G,CMR,SRB,2022-11-28,10:00,2022-11-28,13:00
400235489,30,First stage,Group H,KOR,GHA,2022-11-28,13:00,2022-11-28,16:00
400235450,36,First stage,Group A,NED,QAT,2022-11-29,15:00,2022-11-29,18:00
400235451,35,First stage,Group A,ECU,SEN,2022-11-29,15:00,2022-11-29,18:00
400235454,33,First stage,Group B,WAL,ENG,2022-11-29,19:00,2022-11-29,22:00
400235456,34,First stage,Group B,IRN,USA,2022-11-29,19:00,2022-11-29,22:00
400235468,37,First stage,Group D,AUS,DEN,2022-11-30,15:00,2022-11-30,18:00
400235465,38,First stage,Group D,TUN,FRA,2022-11-30,15:00,2022-11-30,18:00
400235464,39,First stage,Group C,POL,ARG,2022-11-30,19:00,2022-11-30,22:00
400235460,40,First stage,Group C,KSA,MEX,2022-11-30,19:00,2022-11-30,22:00
400235478,41,First stage,Group F,CRO,BEL,2022-12-01,15:00,2022-12-01,18:00
400235479,42,First stage,Group F,CAN,MAR,2022-12-01,15:00,2022-12-01,18:00
400235475,43,First stage,Group E,JPN,ESP,2022-12-01,19:00,2022-12-01,22:00
400235473,44,First stage,Group E,CRC,GER,2022-12-01,19:00,2022-12-01,22:00
400235483,48,First stage,Group G,CMR,BRA,2022-12-02,19:00,2022-12-02,22:00
400235486,47,First stage,Group G,SRB,SUI,2022-12-02,19:00,2022-12-02,22:00
400235494,45,First stage,Group H,GHA,URU,2022-12-02,15:00,2022-12-02,18:00
400235490,46,First stage,Group H,KOR,POR,2022-12-02,15:00,2022-12-02,18:00
400128136,49,Round of 16,,NED,USA,2022-12-03,15:00,2022-12-03,18:00
400128131,50,Round of 16,,ARG,AUS,2022-12-03,19:00,2022-12-03,22:00
400128135,52,Round of 16,,FRA,POL,2022-12-04,15:00,2022-12-04,18:00
400128134,51,Round of 16,,ENG,SEN,2022-12-04,19:00,2022-12-04,22:00
