id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
400021513,74,Round of 32,,,,2026-06-29,20:30,2026-06-29,16:30
400021516,76,Round of 32,,,,2026-06-29,17:00,2026-06-29,12:00
400021523,77,Round of 32,,,,2026-06-30,21:00,2026-06-30,17:00
400021514,78,Round of 32,,,,2026-06-30,17:00,2026-06-30,12:00
400021522,75,Round of 32,,,,2026-06-30,01:00,2026-06-29,19:00
400021520,79,Round of 32,,,,2026-07-01,01:00,2026-06-30,19:00
400021512,80,Round of 32,,,,2026-07-01,16:00,2026-07-01,12:00
400021525,82,Round of 32,,,,2026-07-01,20:00,2026-07-01,13:00
400021524,81,Round of 32,,,,2026-07-02,00:00,2026-07-01,17:00
400021519,84,Round of 32,,,,2026-07-02,19:00,2026-07-02,12:00
400021526,83,Round of 32,,,,2026-07-02,23:00,2026-07-02,19:00
400021527,85,Round of 32,,,,2026-07-03,03:00,2026-07-02,20:00
400021515,88,Round of 32,,,,2026-07-03,18:00,2026-07-03,13:00
400021521,86,Round of 32,,,,2026-07-03,22:00,2026-07-03,18:00
400021533,89,Round of 16,,,,2026-07-04,21:00,2026-07-04,17:00
400021517,87,Round of 32,,,,2026-07-04,01:30,2026-07-03,20:30
400021530,90,Round of 16,,,,2026-07-04,17:00,2026-07-04,12:00
400021532,91,Round of 16,,,,2026-07-05,20:00,2026-07-05,16:00
400021531,92,Round of 16,,,,2026-07-06,00:00,2026-07-05,18:00
400021529,93,Round of 16,,,,2026-07-06,19:00,2026-07-06,14:00
400021534,94,Round of 16,,,,2026-07-07,00:00,2026-07-06,17:00
400021528,95,Round of 16,,,,2026-07-07,16:00,2026-07-07,12:00
400021535,96,Round of 16,,,,2026-07-07,20:00,2026-07-07,13:00
400021536,97,Quarter-final,,,,2026-07-09,20:00,2026-07-09,16:00
400021538,98,Quarter-final,,,,2026-07-10,19:00,2026-07-10,12:00
400021539,99,Quarter-final,,,,2026-07-11,21:00,2026-07-11,17:00
400021537,100,Quarter-final,,,,2026-07-12,01:00,2026-07-11,20:00
400021541,101,Semi-final,,,,2026-07-14,19:00,2026-07-14,14:00
400021540,102,Semi-final,,,,2026-07-15,19:00,2026-07-15,15:00
400021542,103,Play-off for third place,,,,2026-07-18,21:00,2026-07-18,17:00
400021543,104,Final,,,,2026-07-19,19:00,2026-07-19,15:00
