id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
26,1,Group Matches,Group B,ARG,CMR,1990-06-08,16:00,1990-06-08,18:00
119,4,Group Matches,Group D,UAE,COL,1990-06-09,15:00,1990-06-09,17:00
342,2,Group Matches,Group B,URS,ROU,1990-06-09,15:00,1990-06-09,17:00
42,3,Group Matches,Group A,ITA,AUT,1990-06-09,19:00,1990-06-09,21:00
355,5,Group Matches,Group A,USA,TCH,1990-06-10,15:00,1990-06-10,17:00
201,7,Group Matches,Group D,FRG,YUG,1990-06-10,19:00,1990-06-10,21:00
75,6,Group Matches,Group C,BRA,SWE,1990-06-10,19:00,1990-06-10,21:00
127,8,Group Matches,Group C,CRC,SCO,1990-06-11,15:00,1990-06-11,17:00
161,9,Group Matches,Group F,ENG,IRL,1990-06-11,19:00,1990-06-11,21:00
57,10,Group Matches,Group E,BEL,KOR,1990-06-12,15:00,1990-06-12,17:00
151,11,Group Matches,Group F,NED,EGY,1990-06-12,19:00,1990-06-12,21:00
30,13,Group Matches,Group B,ARG,URS,1990-06-13,19:00,1990-06-13,21:00
180,12,Group Matches,Group E,URU,ESP,1990-06-13,15:00,1990-06-13,17:00
120,14,Group Matches,Group D,YUG,COL,1990-06-14,15:00,1990-06-14,17:00
108,16,Group Matches,Group B,CMR,ROU,1990-06-14,15:00,1990-06-14,17:00
265,15,Group Matches,Group A,ITA,USA,1990-06-14,19:00,1990-06-14,21:00
43,17,Group Matches,Group A,AUT,TCH,1990-06-15,15:00,1990-06-15,17:00
198,18,Group Matches,Group D,FRG,UAE,1990-06-15,19:00,1990-06-15,21:00
73,19,Group Matches,Group C,BRA,CRC,1990-06-16,15:00,1990-06-16,17:00
348,20,Group Matches,Group C,SWE,SCO,1990-06-16,19:00,1990-06-16,21:00
160,21,Group Matches,Group F,ENG,NED,1990-06-16,19:00,1990-06-16,21:00
152,22,Group Matches,Group F,IRL,EGY,1990-06-17,15:00,1990-06-17,17:00
66,23,Group Matches,Group E,BEL,URU,1990-06-17,19:00,1990-06-17,21:00
175,24,Group Matches,Group E,KOR,ESP,1990-06-17,19:00,1990-06-17,21:00
29,25,Group Matches,Group B,ARG,ROU,1990-06-18,19:00,1990-06-18,21:00
111,26,Group Matches,Group B,CMR,URS,1990-06-18,19:00,1990-06-18,21:00
114,27,Group Matches,Group D,FRG,COL,1990-06-19,15:00,1990-06-19,17:00
364,28,Group Matches,Group D,YUG,UAE,1990-06-19,15:00,1990-06-19,17:00
48,30,Group Matches,Group A,AUT,USA,1990-06-19,19:00,1990-06-19,21:00
263,29,Group Matches,Group A,ITA,TCH,1990-06-19,19:00,1990-06-19,21:00
128,32,Group Matches,Group C,SWE,CRC,1990-06-20,19:00,1990-06-20,21:00
74,31,Group Matches,Group C,BRA,SCO,1990-06-20,19:00,1990-06-20,21:00
56,33,Group Matches,Group E,BEL,ESP,1990-06-21,15:00,1990-06-21,17:00
290,34,Group Matches,Group E,KOR,URU,1990-06-21,15:00,1990-06-21,17:00
228,36,Group Matches,Group F,IRL,NED,1990-06-21,19:00,1990-06-21,21:00
150,35,Group Matches,Group F,ENG,EGY,1990-06-21,19:00,1990-06-21,21:00
129,38,Round of 16,,TCH,CRC,1990-06-23,19:00,1990-06-23,21:00
102,37,Round of 16,,CMR,COL,1990-06-23,15:00,1990-06-23,17:00
196,40,Round of 16,,FRG,NED,1990-06-24,19:00,1990-06-24,21:00
25,39,Round of 16,,BRA,ARG,1990-06-24,15:00,1990-06-24,17:00
248,41,Round of 16,,IRL,ROU,1990-06-25,15:00,1990-06-25,17:00
264,42,Round of 16,,ITA,URU,1990-06-25,19:00,1990-06-25,21:00
181,43,Round of 16,,ESP,YUG,1990-06-26,15:00,1990-06-26,17:00
55,44,Round of 16,,ENG,BEL,1990-06-26,19:00,1990-06-26,21:00
31,45,Quarter-final,,YUG,ARG,1990-06-30,15:00,1990-06-30,17:00
243,46,Quarter-final,,ITA,IRL,1990-06-30,19:00,1990-06-30,21:00
197,47,Quarter-final,,FRG,TCH,1990-07-01,15:00,1990-07-01,17:00
103,48,Quarter-final,,ENG,CMR,1990-07-01,19:00,1990-07-01,21:00
28,49,Semi-final,,ITA,ARG,1990-07-03,18:00,1990-07-03,20:00
159,50,Semi-final,,FRG,ENG,1990-07-04,18:00,1990-07-04,20:00
162,51,Match for third place,,ITA,ENG,1990-07-07,18:00,1990-07-07,20:00
27,52,Final,,FRG,ARG,1990-07-08,18:00,1990-07-08,20:00
