id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
56,33,Group Matches,Group E,1990-06-21,0,1,BEL,ESP,Belgium,Spain,1,2,,,ESP,,,,,,Marc Antonio Bentegodi,,,,
290,34,Group Matches,Group E,1990-06-21,0,1,KOR,URU,Korea Republic,Uruguay,0,1,,,URU,,,,,,Stadio Friuli,,,,
228,36,Group Matches,Group F,1990-06-21,0,1,IRL,NED,Republic of Ireland,Netherlands,1,1,,,,,,,,,Della Favorita,,,,
150,35,Group Matches,Group F,1990-06-21,0,1,ENG,EGY,England,Egypt,1,0,,,ENG,,,,,,Sant Elia,,,,
129,38,Round of 16,,1990-06-23,0,1,TCH,CRC,Czechoslovakia,Costa Rica,4,1,,,TCH,,,,,,Stadio San Nicola,,,,
102,37,Round of 16,,1990-06-23,0,3,CMR,COL,Cameroon,Colombia,2,1,,,CMR,,,,,,Stadio San Paolo,,,,
196,40,Round of 16,,1990-06-24,0,1,FRG,NED,Germany FR,Netherlands,2,1,,,FRG,,,,,,Stadio Giuseppe Meazza,,,,
25,39,Round of 16,,1990-06-24,0,1,BRA,ARG,Brazil,Argentina,0,1,,,ARG,,,,,,Allianz Stadium,,,,
248,41,Round of 16,,1990-06-25,0,2,IRL,ROU,Republic of Ireland,Romania,0,0,5.0,4.0,IRL,,,,,,Estadio Luigi Ferraris,,,,
264,42,Round of 16,,1990-06-25,0,1,ITA,URU,Italy,Uruguay,2,0,,,ITA,,,,,,Stadio Olimpico,,,,
181,43,Round of 16,,1990-06-26,0,3,ESP,YUG,Spain,Yugoslavia,1,2,,,YUG,,,,,,Marc Antonio Bentegodi,,,,
55,44,Round of 16,,1990-06-26,0,3,ENG,BEL,England,Belgium,1,0,,,ENG,,,,,,Stadio Renato Dall'Ara,,,,
31,45,Quarter-final,,1990-06-30,0,2,YUG,ARG,Yugoslavia,Argentina,0,0,2.0,3.0,ARG,,,,,,Comunale,,,,
243,46,Quarter-final,,1990-06-30,0,1,ITA,IRL,Italy,Republic of Ireland,1,0,,,ITA,,,,,,Stadio Olimpico,,,,
197,47,Quarter-final,,1990-07-01,0,1,FRG,TCH,Germany FR,Czechoslovakia,1,0,,,FRG,,,,,,Stadio Giuseppe Meazza,,,,
103,48,Quarter-final,,1990-07-01,0,3,ENG,CMR,England,Cameroon,3,2,,,ENG,,,,,,Stadio San Paolo,,,,
28,49,Semi-final,,1990-07-03,0,2,ITA,ARG,Italy,Argentina,1,1,3.0,4.0,ARG,,,,,,Stadio San Paolo,,,,
159,50,Semi-final,,1990-07-04,0,2,FRG,ENG,Germany FR,England,1,1,4.0,3.0,FRG,,,,,,Allianz Stadium,,,,
162,51,Match for third place,,1990-07-07,0,1,ITA,ENG,Italy,England,2,1,,,ITA,,,,,,Stadio San Nicola,,,,
27,52,Final,,1990-07-08,0,1,FRG,ARG,Germany FR,Argentina,1,0,,,FRG,,,,,,Stadio Olimpico,,,,
