id_team,team_name,stat,value
43976,Australia,assists,1.0
43976,Australia,attempt_at_goal,9.0
43976,Australia,attempt_at_goal_against,30.0
43976,Australia,attempt_at_goal_against_on_target,7.0
43976,Australia,attempt_at_goal_blocked,1.0
43976,Australia,attempt_at_goal_from_ball_progression,2.0
43976,Australia,attempt_at_goal_from_corner,2.0
43976,Australia,attempt_at_goal_from_cross,1.0
43976,Australia,attempt_at_goal_from_freekick,0.0
43976,Australia,attempt_at_goal_from_free_kicks,0.0
43976,Australia,attempt_at_goal_from_other,2.0
43976,Australia,attempt_at_goal_from_pass,2.0
43976,Australia,attempt_at_goal_from_penalty,0.0
43976,Australia,attempt_at_goal_from_rebound,0.0
43976,Australia,attempt_at_goal_inside_the_penalty_area,6.0
43976,Australia,attempt_at_goal_inside_the_penalty_area_on_target,3.0
43976,Australia,attempt_at_goal_off_target,4.0
43976,Australia,attempt_at_goal_on_target,4.0
43976,Australia,attempt_at_goal_outside_the_penalty_area,3.0
43976,Australia,attempt_at_goal_outside_the_penalty_area_on_target,1.0
43976,Australia,attempted_ball_progressions,22.0
43976,Australia,attempted_switches_of_play,4.0
43976,Australia,avg_speed,6.346984386444092
43976,Australia,ball_recovery_time,23.574661254882812
43976,Australia,clean_sheets,1.0
43976,Australia,completed_ball_progressions,14.0
43976,Australia,completed_switches_of_play,1.0
43976,Australia,corners,5.0
43976,Australia,crosses,14.0
43976,Australia,crosses_completed,6.0
43976,Australia,defensive_pressures_applied,384.0
43976,Australia,direct_defensive_pressures_applied,57.0
43976,Australia,direct_free_kicks,4.0
43976,Australia,direct_red_cards,0.0
43976,Australia,distance_high_speed_running,14566.939453125
43976,Australia,distance_high_speed_sprinting,2225.929931640625
43976,Australia,distance_jogging,52600.4296875
43976,Australia,distance_low_speed_sprinting,5616.58984375
43976,Australia,distance_walking,41618.66015625
43976,Australia,distributions_completed_under_pressure,116.0
43976,Australia,distributions_under_pressure,178.0
43976,Australia,final_third_entries_reception_central_channel,7.0
43976,Australia,final_third_entries_reception_inside_left_channel,3.0
43976,Australia,final_third_entries_reception_inside_right_channel,8.0
43976,Australia,final_third_entries_reception_left_channel,4.0
