id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1636,1,Group Matches,Group 1,ENG,URU,1966-07-11,18:30,1966-07-11,19:30
1656,2,Group Matches,Group 2,FRG,SUI,1966-07-12,18:30,1966-07-12,19:30
1596,3,Group Matches,Group 3,BRA,BUL,1966-07-12,18:30,1966-07-12,19:30
1710,4,Group Matches,Group 4,URS,PRK,1966-07-12,18:30,1966-07-12,19:30
1578,6,Group Matches,Group 2,ARG,ESP,1966-07-13,18:30,1966-07-13,19:30
1650,5,Group Matches,Group 1,FRA,MEX,1966-07-13,18:30,1966-07-13,19:30
1675,7,Group Matches,Group 3,POR,HUN,1966-07-13,18:30,1966-07-13,19:30
1608,8,Group Matches,Group 4,ITA,CHI,1966-07-13,18:30,1966-07-13,19:30
1641,10,Group Matches,Group 2,ESP,SUI,1966-07-15,18:30,1966-07-15,19:30
1597,11,Group Matches,Group 3,HUN,BRA,1966-07-15,18:30,1966-07-15,19:30
1653,9,Group Matches,Group 1,URU,FRA,1966-07-15,18:30,1966-07-15,19:30
1609,12,Group Matches,Group 4,PRK,CHI,1966-07-15,18:30,1966-07-15,19:30
1602,15,Group Matches,Group 3,POR,BUL,1966-07-16,14:00,1966-07-16,15:00
1634,13,Group Matches,Group 1,ENG,MEX,1966-07-16,18:30,1966-07-16,19:30
1579,14,Group Matches,Group 2,FRG,ARG,1966-07-16,14:00,1966-07-16,15:00
1682,16,Group Matches,Group 4,URS,ITA,1966-07-16,14:00,1966-07-16,15:00
1689,17,Group Matches,Group 1,URU,MEX,1966-07-19,15:30,1966-07-19,16:30
1582,18,Group Matches,Group 2,ARG,SUI,1966-07-19,18:30,1966-07-19,19:30
1598,19,Group Matches,Group 3,POR,BRA,1966-07-19,18:30,1966-07-19,19:30
1679,20,Group Matches,Group 4,PRK,ITA,1966-07-19,18:30,1966-07-19,19:30
1599,23,Group Matches,Group 3,HUN,BUL,1966-07-20,18:30,1966-07-20,19:30
1632,21,Group Matches,Group 1,ENG,FRA,1966-07-20,18:30,1966-07-20,19:30
1637,22,Group Matches,Group 2,FRG,ESP,1966-07-20,18:30,1966-07-20,19:30
1610,24,Group Matches,Group 4,URS,CHI,1966-07-20,18:30,1966-07-20,19:30
1676,27,Quarter-final,,URS,HUN,1966-07-23,14:00,1966-07-23,15:00
1702,28,Quarter-final,,POR,PRK,1966-07-23,14:00,1966-07-23,15:00
1660,26,Quarter-final,,FRG,URU,1966-07-23,14:00,1966-07-23,15:00
1577,25,Quarter-final,,ENG,ARG,1966-07-23,14:00,1966-07-23,15:00
1659,29,Semi-final,,FRG,URS,1966-07-25,18:30,1966-07-25,19:30
1635,30,Semi-final,,ENG,POR,1966-07-26,18:30,1966-07-26,19:30
1709,31,Match for third place,,POR,URS,1966-07-28,18:30,1966-07-28,19:30
1633,32,Final,,ENG,FRG,1966-07-30,14:00,1966-07-30,15:00
