player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
174863,Christian Piot,0,1,,,BEL,43935,,1947-10-04,22.7,Goalkeeper,Belgium,BEL
50863,Georges Heylens,1,2,,,BEL,43935,,1941-08-08,28.8,Defender,Belgium,BEL
58913,Jean Thissen,1,3,,,BEL,43935,,1946-04-21,24.1,Defender,Belgium,BEL
48336,Nicolas Dewalque,1,4,,,BEL,43935,,1945-09-20,24.7,Defender,Belgium,BEL
51502,Leon Jeck,1,5,,,BEL,43935,,1947-02-09,23.3,Defender,Belgium,BEL
48638,Jan Dockx,2,6,,,BEL,43935,,1941-05-24,29.0,Midfielder,Belgium,BEL
57819,Leon Semmeling,2,7,,,BEL,43935,,1940-01-04,30.4,Midfielder,Belgium,BEL
59429,Wilfried Van Moer,2,8,,,BEL,43935,,1945-03-01,25.2,Midfielder,Belgium,BEL
48335,Johannes Devrindt,3,9,,,BEL,43935,,1944-04-14,26.1,Striker,Belgium,BEL
44719,Paul Van Himst,3,10,,,BEL,43935,,1943-10-02,26.7,Striker,Belgium,BEL
56476,Wilfried Puis,3,11,,,BEL,43935,,1943-02-18,27.3,Striker,Belgium,BEL
59127,Jean-Marie Trappeniers,0,12,,,BEL,43935,,1942-01-13,28.4,Goalkeeper,Belgium,BEL
46554,Jacques Beurlet,1,13,,,BEL,43935,,1944-12-21,25.4,Defender,Belgium,BEL
53695,Maurice Martens,1,14,,,BEL,43935,,1947-06-05,23.0,Defender,Belgium,BEL
59395,Erwin Van Den Daele,2,15,,,BEL,43935,,1945-03-05,25.2,Midfielder,Belgium,BEL
56364,Odilon Polleunis,3,16,,,BEL,43935,,1943-05-01,27.1,Striker,Belgium,BEL
59564,Jan Verheyen,2,17,,,BEL,43935,,1944-07-09,25.9,Midfielder,Belgium,BEL
52706,Raoul Lambert,3,18,,,BEL,43935,,1944-10-20,25.6,Striker,Belgium,BEL
69805,Pierre Carteus,3,19,,,BEL,43935,,1943-09-24,26.7,Striker,Belgium,BEL
56052,Alfonse Peeters,1,20,,,BEL,43935,,1943-01-21,27.4,Defender,Belgium,BEL
51450,Francois Janssens,3,21,,,BEL,43935,,1945-09-25,24.7,Striker,Belgium,BEL
48790,Jacques Duquesne,0,22,,,BEL,43935,,1940-04-22,30.1,Goalkeeper,Belgium,BEL
63890,Felix,0,1,,,BRA,43924,,1937-12-24,32.4,Goalkeeper,Brazil,BRA
63884,Brito,1,2,,,BRA,43924,,1939-08-09,30.8,Defender,Brazil,BRA
181326,Wilson Piazza,1,3,,,BRA,43924,,1943-02-25,27.3,Defender,Brazil,BRA
63891,Carlos Alberto,1,4,,,BRA,43924,,1944-07-17,25.9,Defender,Brazil,BRA
47842,Clodoaldo,2,5,,,BRA,43924,,1949-09-26,20.7,Midfielder,Brazil,BRA
49315,Marco Antonio,1,6,,,BRA,43924,,1951-02-06,19.3,Defender,Brazil,BRA
63879,Jairzinho,3,7,,,BRA,43924,,1944-12-25,25.4,Striker,Brazil,BRA
63880,Gerson,2,8,,,BRA,43924,,1941-01-11,29.4,Midfielder,Brazil,BRA
63881,Tostao,2,9,,,BRA,43924,,1947-01-25,23.3,Midfielder,Brazil,BRA
63869,Pelé (Edson Arantes Do Nascimento),3,10,,,BRA,43924,,1940-10-23,29.6,Striker,Brazil,BRA
63896,Rivellino,2,11,,,BRA,43924,,1946-01-01,24.4,Midfielder,Brazil,BRA
69815,Ado,0,12,,,BRA,43924,,1944-07-04,25.9,Goalkeeper,Brazil,BRA
56957,Roberto,3,13,,,BRA,43924,,1944-07-31,25.8,Striker,Brazil,BRA
69816,Baldochi,1,14,,,BRA,43924,,1946-03-14,24.2,Defender,Brazil,BRA
63899,Fontana,1,15,,,BRA,43924,,1940-12-31,29.4,Defender,Brazil,BRA
63895,Everaldo,1,16,,,BRA,43924,,1944-09-11,25.7,Defender,Brazil,BRA
250938,Joel Camargo,1,17,,,BRA,43924,,1946-09-18,23.7,Defender,Brazil,BRA
63894,Paulo Cesar,2,18,,,BRA,43924,,1949-06-16,21.0,Midfielder,Brazil,BRA
63893,Edu,3,19,,,BRA,43924,,1949-08-06,20.8,Striker,Brazil,BRA
28473,Dario,3,20,,,BRA,43924,,1946-03-04,24.2,Striker,Brazil,BRA
181327,Ze Maria,1,21,,,BRA,43924,,1949-05-18,21.0,Defender,Brazil,BRA
63902,Leao,0,22,,,BRA,43924,,1949-07-11,20.9,Goalkeeper,Brazil,BRA
58050,Simeon Simeonov,0,1,,,BUL,43936,,1946-04-26,24.1,Goalkeeper,Bulgaria,BUL
47475,Aleksandar Shalamanov,1,2,,,BUL,43936,,1941-09-04,28.7,Defender,Bulgaria,BUL
48579,Ivan Dimitrov,1,3,,,BUL,43936,,1935-05-14,35.0,Defender,Bulgaria,BUL
