id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1165,1,1st Round,,1938-06-04,0,3,SUI,GER,Switzerland,Germany,1,1,,,,,,,,,Parc des Princes,,,,
1173,2,1st Round,,1938-06-05,0,1,HUN,INH,Hungary,Dutch East Indies,6,0,,,HUN,,,,,,Velodrome Municipale,,,,
1146,3,1st Round,,1938-06-05,0,1,FRA,BEL,France,Belgium,3,1,,,FRA,,,,,,Stade Olympique,,,,
1179,5,1st Round,,1938-06-05,0,3,ITA,NOR,Italy,Norway,2,1,,,ITA,,,,,,Stade Vélodrome,,,,
1156,4,1st Round,,1938-06-05,0,3,CUB,ROU,Cuba,Romania,3,3,,,,,,,,,Stade de Toulouse,,,,
1150,6,1st Round,,1938-06-05,0,3,BRA,POL,Brazil,Poland,6,5,,,BRA,,,,,,Stade de la Meinau,,,,
1172,7,1st Round,,1938-06-05,0,3,TCH,NED,Czechoslovakia,Netherlands,3,0,,,TCH,,,,,,Cavee Verte,,,,
1166,9,1st Round,,1938-06-09,0,1,SUI,GER,Switzerland,Germany,4,2,,,SUI,,,,,,Parc des Princes,,,,
1157,8,1st Round,,1938-06-09,0,1,CUB,ROU,Cuba,Romania,2,1,,,CUB,,,,,,Stade de Toulouse,,,,
1175,11,Quarter-final,,1938-06-12,0,1,HUN,SUI,Hungary,Switzerland,2,0,,,HUN,,,,,,Victor Boucquey,,,,
1164,13,Quarter-final,,1938-06-12,0,1,ITA,FRA,Italy,France,3,1,,,ITA,,,,,,Stade Olympique,,,,
1152,10,Quarter-final,,1938-06-12,0,3,BRA,TCH,Brazil,Czechoslovakia,1,1,,,,,,,,,Stade de Bordeaux,,,,
1158,12,Quarter-final,,1938-06-12,0,1,SWE,CUB,Sweden,Cuba,8,0,,,SWE,,,,,,Fort Carree,,,,
1153,14,Quarter-final,,1938-06-14,0,1,BRA,TCH,Brazil,Czechoslovakia,2,1,,,BRA,,,,,,Stade de Bordeaux,,,,
1149,16,Semi-final,,1938-06-16,0,1,ITA,BRA,Italy,Brazil,2,1,,,ITA,,,,,,Stade Vélodrome,,,,
1176,15,Semi-final,,1938-06-16,0,1,HUN,SWE,Hungary,Sweden,5,1,,,HUN,,,,,,Parc des Princes,,,,
1151,17,Match for third place,,1938-06-19,0,1,BRA,SWE,Brazil,Sweden,4,2,,,BRA,,,,,,Stade de Bordeaux,,,,
1174,18,Final,,1938-06-19,0,1,ITA,HUN,Italy,Hungary,4,2,,,ITA,,,,,,Stade Olympique,,,,
