id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1096,1,Group Matches,Group 1,FRA,MEX,1930-07-13,18:00,1930-07-13,15:00
1090,2,Group Matches,Group 4,USA,BEL,1930-07-13,18:00,1930-07-13,15:00
1093,3,Group Matches,Group 2,YUG,BRA,1930-07-14,15:45,1930-07-14,12:45
1098,4,Group Matches,Group 3,ROU,PER,1930-07-14,17:50,1930-07-14,14:50
1085,5,Group Matches,Group 1,ARG,FRA,1930-07-15,19:00,1930-07-15,16:00
1095,6,Group Matches,Group 1,CHI,MEX,1930-07-16,17:45,1930-07-16,14:45
1092,7,Group Matches,Group 2,YUG,BOL,1930-07-17,15:45,1930-07-17,12:45
1097,8,Group Matches,Group 4,USA,PAR,1930-07-17,17:45,1930-07-17,14:45
1099,9,Group Matches,Group 3,URU,PER,1930-07-18,17:30,1930-07-18,14:30
1094,10,Group Matches,Group 1,CHI,FRA,1930-07-19,15:50,1930-07-19,12:50
1086,11,Group Matches,Group 1,ARG,MEX,1930-07-19,18:00,1930-07-19,15:00
1091,12,Group Matches,Group 2,BRA,BOL,1930-07-20,16:00,1930-07-20,13:00
1089,13,Group Matches,Group 4,PAR,BEL,1930-07-20,18:00,1930-07-20,15:00
1100,14,Group Matches,Group 3,URU,ROU,1930-07-21,17:50,1930-07-21,14:50
1084,15,Group Matches,Group 1,ARG,CHI,1930-07-22,17:45,1930-07-22,14:45
1088,16,Semi-final,,ARG,USA,1930-07-26,17:45,1930-07-26,14:45
1101,17,Semi-final,,URU,YUG,1930-07-27,17:45,1930-07-27,14:45
1087,18,Final,,URU,ARG,1930-07-30,17:15,1930-07-30,14:15
