player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
44040,Atilio Demaria,3,,,,ARG,43922,,1909-03-19,21.3,Striker,Argentina,ARG
44726,Francisco Varallo,3,,,,ARG,43922,,1910-02-05,20.4,Striker,Argentina,ARG
46826,Angel Bossio,0,,,,ARG,43922,,1905-05-05,25.2,Goalkeeper,Argentina,ARG
46831,Juan Botasso,0,,,,ARG,43922,,1908-10-23,21.7,Goalkeeper,Argentina,ARG
47685,Alberto Chividini,1,,,,ARG,43922,,1907-02-23,23.4,Defender,Argentina,ARG
48403,Jose Della Torre,1,,,,ARG,43922,,1906-03-23,24.3,Defender,Argentina,ARG
49178,Juan Evaristo,2,,,,ARG,43922,,1902-06-20,28.1,Midfielder,Argentina,ARG
49179,Mario Evaristo,3,,,,ARG,43922,,1908-12-10,21.6,Striker,Argentina,ARG
49376,Manuel Ferreira,3,,,,ARG,43922,,1905-10-22,24.7,Striker,Argentina,ARG
49942,Roberto Cerro,3,,,,ARG,43922,,1907-02-23,23.4,Striker,Argentina,ARG
54812,Ramon Muttis,1,,,,ARG,43922,,1899-03-12,31.3,Defender,Argentina,ARG
55634,Rodolfo Orlandini,1,,,,ARG,43922,,1905-01-01,25.5,Defender,Argentina,ARG
55993,Fernando Paternoster,1,,,,ARG,43922,,1903-05-24,27.1,Defender,Argentina,ARG
56144,Natalio Perinetti,3,,,,ARG,43922,,1900-12-28,29.5,Striker,Argentina,ARG
57749,Alejandro Scopelli,3,,,,ARG,43922,,1908-05-12,22.2,Striker,Argentina,ARG
58320,Carlos Spadaro,3,,,,ARG,43922,,1902-02-05,28.4,Striker,Argentina,ARG
58521,Pedro Suarez,2,,,,ARG,43922,,1909-12-21,20.6,Midfielder,Argentina,ARG
60407,Adolfo Zumelzu,1,,,,ARG,43922,,1902-01-05,28.5,Defender,Argentina,ARG
61693,Guillermo Stabile,3,,,,ARG,43922,,1906-01-17,24.5,Striker,Argentina,ARG
69370,Edmundo Piaggio,2,,,,ARG,43922,,1910-10-03,19.8,Midfielder,Argentina,ARG
174777,Luis Monti,2,,,,ITA,43922,,1901-05-15,29.2,Midfielder,Argentina,ARG
174854,Carlos Peucelle,3,,,,ARG,43922,,1908-09-13,21.8,Striker,Argentina,ARG
44993,Fernand Adams,3,,,,BEL,43935,,1903-05-03,27.2,Striker,Belgium,BEL
46045,Arnold Badjou,0,,,,BEL,43935,,1909-06-25,21.0,Goalkeeper,Belgium,BEL
48290,Jean De Clerq,2,,,,BEL,43935,,1905-05-17,25.2,Midfielder,Belgium,BEL
48350,Henri De Deken,1,,,,BEL,43935,,1907-08-03,22.9,Defender,Belgium,BEL
48378,Gerard Delbeke,3,,,,BEL,43935,,1903-09-01,26.9,Striker,Belgium,BEL
48550,Jan Diddens,2,,,,BEL,43935,,1906-09-14,23.8,Midfielder,Belgium,BEL
50795,Auguste Hellemans,2,,,,BEL,43935,,1907-09-14,22.8,Midfielder,Belgium,BEL
51046,Nikolaas Hoydonckx,1,,,,BEL,43935,,1900-12-29,29.5,Defender,Belgium,BEL
54336,Jacques Moeschal,3,,,,BEL,43935,,1900-09-06,29.8,Striker,Belgium,BEL
55277,Theodore Nouwens,1,,,,BEL,43935,,1908-02-17,22.4,Defender,Belgium,BEL
57303,Andre Saeys,3,,,,BEL,43935,,1911-02-20,19.4,Striker,Belgium,BEL
59575,Louis Versyp,3,,,,BEL,43935,,1908-12-05,21.6,Striker,Belgium,BEL
59711,Bernard Voorhoof,3,,,,BEL,43935,,1910-05-11,20.2,Striker,Belgium,BEL
69427,Pierre Braine,2,,,,BEL,43935,,1900-10-26,29.7,Midfielder,Belgium,BEL
69429,Alexis Chantraine,2,,,,BEL,43935,,1901-03-16,29.3,Midfielder,Belgium,BEL
182215,Jean De Bie,0,,,,BEL,43935,,1892-05-18,38.1,Goalkeeper,Belgium,BEL
45355,Mario Alborta,3,,,,BOL,43923,,1910-09-19,19.8,Striker,Bolivia,BOL
45770,Jorge Argote,2,,,,BOL,43923,,1906-01-01,24.5,Midfielder,Bolivia,BOL
46508,Jesus Bermudez,0,,,,BOL,43923,,1902-01-01,28.5,Goalkeeper,Bolivia,BOL
47093,Jose Bustamante,3,,,,BOL,43923,,1907-01-01,23.5,Striker,Bolivia,BOL
47563,Casiano Chavarria,1,,,,BOL,43923,,1901-08-03,28.9,Defender,Bolivia,BOL
48795,Segundo Durandal,1,,,,BOL,43923,,1907-03-17,23.3,Defender,Bolivia,BOL
49356,Rene Fernandez,3,,,,BOL,43923,,1906-01-01,24.5,Striker,Bolivia,BOL
50043,Gumercindo Gomez,3,,,,BOL,43923,,1907-01-01,23.5,Striker,Bolivia,BOL
52741,Diogenes Lara,2,,,,BOL,43923,,1903-04-06,27.3,Midfielder,Bolivia,BOL
54090,Rafael Mendez,3,,,,BOL,43923,,1904-01-01,26.5,Striker,Bolivia,BOL
55659,Eduardo Reyes Ortiz,3,,,,BOL,43923,,1907-01-01,23.5,Striker,Bolivia,BOL
57350,Renato Sainz,2,,,,BOL,43923,,1899-12-14,30.6,Midfielder,Bolivia,BOL
59327,Jorge Balderrama,2,,,,BOL,43923,,1906-12-12,23.6,Midfielder,Bolivia,BOL
69391,Miguel Brito,2,,,,BOL,43923,,,,Midfielder,Bolivia,BOL
69392,Jose Noya,3,,,,BOL,43923,,,,Striker,Bolivia,BOL
69395,Miguel Murillo,0,,,,BOL,43923,,1898-03-24,32.3,Goalkeeper,Bolivia,BOL
69396,Luis Reyes Penaranda,1,,,,BOL,43923,,1911-06-05,19.1,Defender,Bolivia,BOL
48009,Oscarino,2,,,,BRA,43924,,1907-01-17,23.5,Midfielder,Brazil,BRA
49521,Hermogenes,2,,,,BRA,43924,,1908-11-04,21.7,Midfielder,Brazil,BRA
49890,Italia,1,,,,BRA,43924,,1907-05-22,23.1,Defender,Brazil,BRA
49982,Fernando Giudicelli,2,,,,BRA,43924,,1906-03-01,24.4,Midfielder,Brazil,BRA
52919,Carvalho Leite,3,,,,BRA,43924,,1912-06-25,18.0,Striker,Brazil,BRA
