id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1096,1,Group Matches,Group 1,1930-07-13,0,1,FRA,MEX,France,Mexico,4,1,,,FRA,,,,,,Pocitos,,,,
1090,2,Group Matches,Group 4,1930-07-13,0,1,USA,BEL,USA,Belgium,3,0,,,USA,,,,,,Parque Central,,,,
1093,3,Group Matches,Group 2,1930-07-14,0,1,YUG,BRA,Yugoslavia,Brazil,2,1,,,YUG,,,,,,Parque Central,,,,
1098,4,Group Matches,Group 3,1930-07-14,0,1,ROU,PER,Romania,Peru,3,1,,,ROU,,,,,,Pocitos,,,,
1085,5,Group Matches,Group 1,1930-07-15,0,1,ARG,FRA,Argentina,France,1,0,,,ARG,,,,,,Parque Central,,,,
1095,6,Group Matches,Group 1,1930-07-16,0,1,CHI,MEX,Chile,Mexico,3,0,,,CHI,,,,,,Parque Central,,,,
1092,7,Group Matches,Group 2,1930-07-17,0,1,YUG,BOL,Yugoslavia,Bolivia,4,0,,,YUG,,,,,,Parque Central,,,,
1097,8,Group Matches,Group 4,1930-07-17,0,1,USA,PAR,USA,Paraguay,3,0,,,USA,,,,,,Parque Central,,,,
1099,9,Group Matches,Group 3,1930-07-18,0,1,URU,PER,Uruguay,Peru,1,0,,,URU,,,,,,Estadio Centenario,,,,
1094,10,Group Matches,Group 1,1930-07-19,0,1,CHI,FRA,Chile,France,1,0,,,CHI,,,,,,Estadio Centenario,,,,
1086,11,Group Matches,Group 1,1930-07-19,0,1,ARG,MEX,Argentina,Mexico,6,3,,,ARG,,,,,,Estadio Centenario,,,,
1091,12,Group Matches,Group 2,1930-07-20,0,1,BRA,BOL,Brazil,Bolivia,4,0,,,BRA,,,,,,Estadio Centenario,,,,
1089,13,Group Matches,Group 4,1930-07-20,0,1,PAR,BEL,Paraguay,Belgium,1,0,,,PAR,,,,,,Estadio Centenario,,,,
1100,14,Group Matches,Group 3,1930-07-21,0,1,URU,ROU,Uruguay,Romania,4,0,,,URU,,,,,,Estadio Centenario,,,,
1084,15,Group Matches,Group 1,1930-07-22,0,1,ARG,CHI,Argentina,Chile,3,1,,,ARG,,,,,,Estadio Centenario,,,,
1088,16,Semi-final,,1930-07-26,0,1,ARG,USA,Argentina,USA,6,1,,,ARG,,,,,,Estadio Centenario,,,,
1101,17,Semi-final,,1930-07-27,0,1,URU,YUG,Uruguay,Yugoslavia,6,1,,,URU,,,,,,Estadio Centenario,,,,
1087,18,Final,,1930-07-30,0,1,URU,ARG,Uruguay,Argentina,4,2,,,URU,,,,,,Estadio Centenario,,,,
