player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
57698,Kurt Schmied,0,1,,,AUT,43934,,1926-06-14,28.0,Goalkeeper,Austria,AUT
174592,Gerhard Hanappi,1,2,,,AUT,43934,,1929-02-16,25.3,Defender,Austria,AUT
50596,Ernst Happel,1,3,,,AUT,43934,,1925-11-29,28.5,Defender,Austria,AUT
46263,Leopold Barschandt,1,4,,,AUT,43934,,1925-08-12,28.8,Defender,Austria,AUT
174813,Ernst Ocwirk,2,5,,,AUT,43934,,1926-03-07,28.3,Midfielder,Austria,AUT
52347,Karl Koller,2,6,,,AUT,43934,,1929-02-09,25.3,Midfielder,Austria,AUT
52396,Robert Koerner,3,7,,,AUT,43934,,1924-08-21,29.8,Striker,Austria,AUT
57688,Walter Schleger,3,8,,,AUT,43934,,1929-09-19,24.7,Striker,Austria,AUT
59761,Theodor Wagner,3,9,,,AUT,43934,,1927-08-06,26.9,Striker,Austria,AUT
56458,Erich Probst,3,10,,,AUT,43934,,1927-12-05,26.5,Striker,Austria,AUT
52394,Alfred Koerner,3,11,,,AUT,43934,,1926-02-14,28.3,Striker,Austria,AUT
58472,Karl Stotz,2,12,,,AUT,43934,,1927-03-27,27.2,Midfielder,Austria,AUT
52349,Walter Kollmann,1,13,,,AUT,43934,,1932-06-17,22.0,Defender,Austria,AUT
70016,Karl Giesser,2,14,,,AUT,43934,,1928-10-29,25.6,Midfielder,Austria,AUT
70017,Franz Pelikan,0,15,,,AUT,43934,,1925-11-06,28.6,Goalkeeper,Austria,AUT
44778,Walter Zeman,0,16,,,AUT,43934,,1927-05-01,27.1,Goalkeeper,Austria,AUT
70018,Alfred Teinitzer,2,17,,,AUT,43934,,1929-07-29,24.9,Midfielder,Austria,AUT
70019,Johann Riegler,2,18,,,AUT,43934,,1929-07-17,24.9,Midfielder,Austria,AUT
48556,Robert Dienst,3,19,,,AUT,43934,,1928-03-01,26.3,Striker,Austria,AUT
50492,Paul Halla,1,20,,,AUT,43934,,1931-04-10,23.2,Defender,Austria,AUT
44666,Ernst Stojaspal,3,21,,,AUT,43934,,1925-01-14,29.4,Striker,Austria,AUT
50704,Walter Haummer,3,22,,,AUT,43934,,1928-11-22,25.6,Striker,Austria,AUT
49888,Leopold Gernaey,0,1,,,BEL,43935,,1927-02-25,27.3,Goalkeeper,Belgium,BEL
48735,Marcel Dries,1,2,,,BEL,43935,,1929-09-19,24.7,Defender,Belgium,BEL
59382,Alfons Van Brandt,1,3,,,BEL,43935,,1927-06-24,27.0,Defender,Belgium,BEL
51146,Constant Huysmans,2,4,,,BEL,43935,,1928-10-11,25.7,Midfielder,Belgium,BEL
47329,Louis Carre,2,5,,,BEL,43935,,1925-01-07,29.4,Midfielder,Belgium,BEL
54020,Victor Mees,2,6,,,BEL,43935,,1927-01-26,27.4,Midfielder,Belgium,BEL
59685,Jozef Vliers,3,7,,,BEL,43935,,1932-12-18,21.5,Striker,Belgium,BEL
51025,Denis Houf,3,8,,,BEL,43935,,1932-02-16,22.3,Striker,Belgium,BEL
47955,Rik Coppens,3,9,,,BEL,43935,,1930-04-29,24.1,Striker,Belgium,BEL
45671,Leopold Anoul,3,10,,,BEL,43935,,1922-08-19,31.8,Striker,Belgium,BEL
54135,Joseph Mermans,3,11,,,BEL,43935,,1922-02-16,32.3,Striker,Belgium,BEL
70053,Charles Geerts,0,12,,,BEL,43935,,1930-10-29,23.6,Goalkeeper,Belgium,BEL
48599,Henri Dirickx,1,13,,,BEL,43935,,1927-07-07,26.9,Defender,Belgium,BEL
59422,Robert Van Kerckhoven,2,14,,,BEL,43935,,1924-10-01,29.7,Midfielder,Belgium,BEL
