id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1236,2.0,Group Matches,Group 3,AUT,SCO,1954-06-16,16:00,1954-06-16,18:00
1249,3.0,Group Matches,Group 1,BRA,MEX,1954-06-16,16:00,1954-06-16,18:00
1276,4.0,Group Matches,Group 1,YUG,FRA,1954-06-16,16:00,1954-06-16,18:00
1315,1.0,Group Matches,Group 3,URU,TCH,1954-06-16,16:00,1954-06-16,18:00
1300,7.0,Group Matches,Group 4,SUI,ITA,1954-06-17,15:50,1954-06-17,17:50
1294,8.0,Group Matches,Group 2,HUN,KOR,1954-06-17,16:00,1954-06-17,18:00
1283,5.0,Group Matches,Group 2,FRG,TUR,1954-06-17,16:00,1954-06-17,18:00
1240,6.0,Group Matches,Group 4,ENG,BEL,1954-06-17,16:10,1954-06-17,18:10
1313,12.0,Group Matches,Group 3,URU,SCO,1954-06-19,14:50,1954-06-19,16:50
1252,10.0,Group Matches,Group 1,BRA,YUG,1954-06-19,15:00,1954-06-19,17:00
1238,9.0,Group Matches,Group 3,AUT,TCH,1954-06-19,15:00,1954-06-19,17:00
1275,11.0,Group Matches,Group 1,FRA,MEX,1954-06-19,15:10,1954-06-19,17:10
1263,13.0,Group Matches,Group 4,ENG,SUI,1954-06-20,15:10,1954-06-20,17:10
1243,16.0,Group Matches,Group 4,ITA,BEL,1954-06-20,15:00,1954-06-20,17:00
1277,14.0,Group Matches,Group 2,HUN,FRG,1954-06-20,14:50,1954-06-20,16:50
1304,15.0,Group Matches,Group 2,TUR,KOR,1954-06-20,15:00,1954-06-20,17:00
1284,,Group Matches,Group 2,FRG,TUR,1954-06-23,16:00,1954-06-23,18:00
1301,,Group Matches,Group 4,SUI,ITA,1954-06-23,16:00,1954-06-23,18:00
1237,19.0,Quarter-final,,AUT,SUI,1954-06-26,15:00,1954-06-26,17:00
1264,20.0,Quarter-final,,URU,ENG,1954-06-26,15:00,1954-06-26,17:00
1285,17.0,Quarter-final,,FRG,YUG,1954-06-27,15:00,1954-06-27,17:00
1248,18.0,Quarter-final,,HUN,BRA,1954-06-27,15:00,1954-06-27,17:00
1233,21.0,Semi-final,,FRG,AUT,1954-06-30,16:00,1954-06-30,18:00
1295,22.0,Semi-final,,HUN,URU,1954-06-30,16:00,1954-06-30,18:00
1239,23.0,Match for third place,,AUT,URU,1954-07-03,15:00,1954-07-03,17:00
1278,24.0,Final,,FRG,HUN,1954-07-04,15:00,1954-07-04,17:00
