id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1473,2,Group Matches,Group 2,CHI,SUI,1962-05-30,19:00,1962-05-30,15:00
1479,1,Group Matches,Group 1,URU,COL,1962-05-30,19:00,1962-05-30,15:00
1461,3,Group Matches,Group 3,BRA,MEX,1962-05-30,19:00,1962-05-30,15:00
1447,4,Group Matches,Group 4,ARG,BUL,1962-05-30,19:00,1962-05-30,15:00
1490,8,Group Matches,Group 4,HUN,ENG,1962-05-31,19:00,1962-05-31,15:00
1563,5,Group Matches,Group 1,URS,YUG,1962-05-31,19:00,1962-05-31,15:00
1507,6,Group Matches,Group 2,FRG,ITA,1962-05-31,19:00,1962-05-31,15:00
1498,7,Group Matches,Group 3,TCH,ESP,1962-05-31,19:00,1962-05-31,15:00
1450,12,Group Matches,Group 4,ENG,ARG,1962-06-02,19:00,1962-06-02,15:00
1564,9,Group Matches,Group 1,YUG,URU,1962-06-02,19:00,1962-06-02,15:00
1472,10,Group Matches,Group 2,CHI,ITA,1962-06-02,19:00,1962-06-02,15:00
1462,11,Group Matches,Group 3,BRA,TCH,1962-06-02,19:00,1962-06-02,15:00
1470,16,Group Matches,Group 4,HUN,BUL,1962-06-03,19:00,1962-06-03,15:00
1497,15,Group Matches,Group 3,ESP,MEX,1962-06-03,19:00,1962-06-03,15:00
1478,13,Group Matches,Group 1,URS,COL,1962-06-03,19:00,1962-06-03,15:00
1510,14,Group Matches,Group 2,FRG,SUI,1962-06-03,19:00,1962-06-03,15:00
1471,18,Group Matches,Group 2,FRG,CHI,1962-06-06,19:00,1962-06-06,15:00
1460,19,Group Matches,Group 3,BRA,ESP,1962-06-06,19:00,1962-06-06,15:00
1562,17,Group Matches,Group 1,URS,URU,1962-06-06,19:00,1962-06-06,15:00
1451,20,Group Matches,Group 4,HUN,ARG,1962-06-06,19:00,1962-06-06,15:00
1464,24,Group Matches,Group 4,ENG,BUL,1962-06-07,19:00,1962-06-07,15:00
1544,23,Group Matches,Group 3,MEX,TCH,1962-06-07,19:00,1962-06-07,15:00
1480,21,Group Matches,Group 1,YUG,COL,1962-06-07,19:00,1962-06-07,15:00
1532,22,Group Matches,Group 2,ITA,SUI,1962-06-07,19:00,1962-06-07,15:00
1474,25,Quarter-final,,CHI,URS,1962-06-10,18:30,1962-06-10,14:30
1525,28,Quarter-final,,TCH,HUN,1962-06-10,18:30,1962-06-10,14:30
1511,26,Quarter-final,,YUG,FRG,1962-06-10,18:30,1962-06-10,14:30
1459,27,Quarter-final,,BRA,ENG,1962-06-10,18:30,1962-06-10,14:30
1559,30,Semi-final,,TCH,YUG,1962-06-13,18:30,1962-06-13,14:30
1458,29,Semi-final,,BRA,CHI,1962-06-13,18:30,1962-06-13,14:30
1475,31,Match for third place,,CHI,YUG,1962-06-16,18:30,1962-06-16,14:30
1463,32,Final,,BRA,TCH,1962-06-17,18:30,1962-06-17,14:30
