player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
57085,Antonio Roma,0,1,,,ARG,43922,,1937-07-12,88.9,Goalkeeper,Argentina,ARG
48389,Jose Ramos Delgado,1,2,,,ARG,43922,,1935-08-25,90.8,Defender,Argentina,ARG
174737,Silvio Marzolini,1,3,,,ARG,43922,,1940-10-04,85.7,Defender,Argentina,ARG
57348,Alberto Sainz,1,4,,,ARG,43922,,1937-12-13,88.5,Defender,Argentina,ARG
57280,Federico Sacchi,2,5,,,ARG,43922,,1936-08-09,89.8,Midfielder,Argentina,ARG
55806,Raul Paez,1,6,,,ARG,43922,,1937-05-26,89.1,Defender,Argentina,ARG
49203,Hector Facundo,3,7,,,ARG,43922,,1937-11-02,88.6,Striker,Argentina,ARG
55864,Martin Pando,3,8,,,ARG,43922,,1934-12-26,91.5,Striker,Argentina,ARG
55807,Marcelo Pagani,3,9,,,ARG,43922,,1941-08-19,84.8,Striker,Argentina,ARG
57526,Jose Sanfilippo,3,10,,,ARG,43922,,1935-05-04,91.1,Striker,Argentina,ARG
46372,Raul Belen,3,11,,,ARG,43922,,1931-07-01,95.0,Striker,Argentina,ARG
48668,Rogelio Dominguez,0,12,,,ARG,43922,,1931-03-09,95.3,Goalkeeper,Argentina,ARG
69916,Oscar Rossi,2,13,,,ARG,43922,,1930-07-27,95.9,Midfielder,Argentina,ARG
69917,Alberto Mariotti,1,14,,,ARG,43922,,1935-03-28,91.2,Defender,Argentina,ARG
54981,Ruben Navarro,1,15,,,ARG,43922,,1933-03-30,93.2,Defender,Argentina,ARG
56725,Antonio Rattin,2,16,,,ARG,43922,,1937-05-16,89.1,Midfielder,Argentina,ARG
45358,Rafael Albrecht,1,17,,,ARG,43922,,1941-08-23,84.8,Defender,Argentina,ARG
61588,Vladislao Cap,1,18,,,ARG,43922,,1934-07-05,91.9,Defender,Argentina,ARG
58277,Ruben Sosa,3,19,,,ARG,43922,,1936-11-14,89.6,Striker,Argentina,ARG
55521,Juan Oleniak,3,20,,,ARG,43922,,1942-03-06,84.3,Striker,Argentina,ARG
69918,Ramon Abeledo,3,21,,,ARG,43922,,1937-09-24,88.7,Striker,Argentina,ARG
50122,Alberto Gonzalez,3,22,,,ARG,43922,,1941-08-21,84.8,Striker,Argentina,ARG
63860,Gilmar (Gilmar Dos Santos Neves),0,1,,,BRA,43924,,1930-08-22,95.8,Goalkeeper,Brazil,BRA
44603,Djalma Santos,1,2,,,BRA,43924,,1929-02-27,97.3,Defender,Brazil,BRA
69900,Mauro Ramos,1,3,,,BRA,43924,,1930-08-30,95.8,Defender,Brazil,BRA
63867,Zito,2,4,,,BRA,43924,,1932-08-08,93.8,Midfielder,Brazil,BRA
63870,Zozimo,1,5,,,BRA,43924,,1932-06-19,94.0,Defender,Brazil,BRA
44604,Nilton Santos,1,6,,180.0,BRA,43924,,1925-05-16,101.1,Defender,Brazil,BRA
63868,Garrincha,3,7,,,BRA,43924,,1933-10-28,92.6,Striker,Brazil,BRA
63855,Didi,2,8,,,BRA,43924,,1928-10-08,97.7,Midfielder,Brazil,BRA
69901,Coutinho,3,9,,,BRA,43924,,1943-06-11,83.0,Striker,Brazil,BRA
63869,Pelé (Edson Arantes Do Nascimento),3,10,,,BRA,43924,,1940-10-23,85.6,Striker,Brazil,BRA
69902,Pepe,3,11,,,BRA,43924,,1935-02-25,91.3,Striker,Brazil,BRA
69903,Jair Marinho,1,12,,,BRA,43924,,1936-07-17,89.9,Defender,Brazil,BRA
63862,Bellini,1,13,,,BRA,43924,,1930-06-07,96.0,Defender,Brazil,BRA
69904,Jurandir,1,14,,,BRA,43924,,1940-11-12,85.6,Defender,Brazil,BRA
63877,Altair,1,15,,,BRA,43924,,1938-01-22,88.4,Defender,Brazil,BRA
69905,Zequinha,2,16,,,BRA,43924,,1934-11-18,91.6,Midfielder,Brazil,BRA
69906,Mengalvio,2,17,,,BRA,43924,,1939-12-17,86.5,Midfielder,Brazil,BRA
246272,Jair Da Costa,3,18,,,BRA,43924,,1940-07-09,85.9,Striker,Brazil,BRA
63866,Vava,3,19,,,BRA,43924,,1934-11-12,91.6,Striker,Brazil,BRA
369227,Amarildo,3,20,,,BRA,43924,,1939-06-29,87.0,Striker,Brazil,BRA
61571,Mario Zagallo,3,21,,,BRA,43924,,1931-08-09,94.8,Striker,Brazil,BRA
