id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
2351,1,Group Matches,Group 2,1978-06-01,0,1,FRG,POL,Germany FR,Poland,0,0,,,,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
2347,3,Group Matches,Group 1,1978-06-02,0,1,ITA,FRA,Italy,France,2,1,,,ITA,,,,,,Estadio José María Minella,,,,
2433,4,Group Matches,Group 2,1978-06-02,0,1,TUN,MEX,Tunisia,Mexico,3,1,,,TUN,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
2199,2,Group Matches,Group 1,1978-06-02,0,1,ARG,HUN,Argentina,Hungary,2,1,,,ARG,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
2253,6,Group Matches,Group 3,1978-06-03,0,1,SWE,BRA,Sweden,Brazil,1,1,,,,,,,,,Estadio José María Minella,,,,
2216,5,Group Matches,Group 3,1978-06-03,0,1,AUT,ESP,Austria,Spain,2,1,,,AUT,,,,,,Estadio Jose Amalfitani,,,,
2388,8,Group Matches,Group 4,1978-06-03,0,1,NED,IRN,Netherlands,IR Iran,3,0,,,NED,,,,,,Estadio Libertador General San Martín,,,,
2451,7,Group Matches,Group 4,1978-06-03,0,1,PER,SCO,Peru,Scotland,3,1,,,PER,,,,,,Estadio Mario Alberto Kempes,,,,
2197,9,Group Matches,Group 1,1978-06-06,0,1,ARG,FRA,Argentina,France,2,1,,,ARG,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
2350,12,Group Matches,Group 2,1978-06-06,0,1,FRG,MEX,Germany FR,Mexico,6,0,,,FRG,,,,,,Estadio Mario Alberto Kempes,,,,
2396,10,Group Matches,Group 1,1978-06-06,0,1,ITA,HUN,Italy,Hungary,3,1,,,ITA,,,,,,Estadio José María Minella,,,,
2454,11,Group Matches,Group 2,1978-06-06,0,1,POL,TUN,Poland,Tunisia,1,0,,,POL,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
2394,16,Group Matches,Group 4,1978-06-07,0,1,NED,PER,Netherlands,Peru,0,0,,,,,,,,,Estadio Libertador General San Martín,,,,
2246,14,Group Matches,Group 3,1978-06-07,0,1,BRA,ESP,Brazil,Spain,0,0,,,,,,,,,Estadio José María Minella,,,,
2224,13,Group Matches,Group 3,1978-06-07,0,1,AUT,SWE,Austria,Sweden,1,0,,,AUT,,,,,,Estadio Jose Amalfitani,,,,
2408,15,Group Matches,Group 4,1978-06-07,0,1,SCO,IRN,Scotland,IR Iran,1,1,,,,,,,,,Estadio Mario Alberto Kempes,,,,
2200,17,Group Matches,Group 1,1978-06-10,0,1,ITA,ARG,Italy,Argentina,1,0,,,ITA,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
2431,19,Group Matches,Group 2,1978-06-10,0,1,POL,MEX,Poland,Mexico,3,1,,,POL,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
2344,18,Group Matches,Group 1,1978-06-10,0,1,FRA,HUN,France,Hungary,3,1,,,FRA,,,,,,Estadio José María Minella,,,,
2352,20,Group Matches,Group 2,1978-06-10,0,1,FRG,TUN,Germany FR,Tunisia,0,0,,,,,,,,,Estadio Mario Alberto Kempes,,,,
2215,22,Group Matches,Group 3,1978-06-11,0,1,BRA,AUT,Brazil,Austria,1,0,,,BRA,,,,,,Estadio José María Minella,,,,
2337,21,Group Matches,Group 3,1978-06-11,0,1,ESP,SWE,Spain,Sweden,1,0,,,ESP,,,,,,Estadio Jose Amalfitani,,,,
2395,24,Group Matches,Group 4,1978-06-11,0,1,SCO,NED,Scotland,Netherlands,3,2,,,SCO,,,,,,Estadio Libertador General San Martín,,,,
2405,23,Group Matches,Group 4,1978-06-11,0,1,PER,IRN,Peru,IR Iran,4,1,,,PER,,,,,,Estadio Mario Alberto Kempes,,,,
2202,26,Second Round,Group B,1978-06-14,0,1,ARG,POL,Argentina,Poland,2,0,,,ARG,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
2251,28,Second Round,Group B,1978-06-14,0,1,BRA,PER,Brazil,Peru,3,0,,,BRA,,,,,,Estadio Libertador General San Martín,,,,
2220,27,Second Round,Group A,1978-06-14,0,1,NED,AUT,Netherlands,Austria,5,1,,,NED,,,,,,Estadio Mario Alberto Kempes,,,,
2349,25,Second Round,Group A,1978-06-14,0,1,FRG,ITA,Germany FR,Italy,0,0,,,,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
2450,32,Second Round,Group B,1978-06-18,0,1,POL,PER,Poland,Peru,1,0,,,POL,,,,,,Estadio Libertador General San Martín,,,,
