id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
2351,1,Group Matches,Group 2,FRG,POL,1978-06-01,18:00,1978-06-01,15:00
2347,3,Group Matches,Group 1,ITA,FRA,1978-06-02,16:45,1978-06-02,13:45
2433,4,Group Matches,Group 2,TUN,MEX,1978-06-02,19:45,1978-06-02,16:45
2199,2,Group Matches,Group 1,ARG,HUN,1978-06-02,22:15,1978-06-02,19:15
2253,6,Group Matches,Group 3,SWE,BRA,1978-06-03,16:45,1978-06-03,13:45
2216,5,Group Matches,Group 3,AUT,ESP,1978-06-03,16:45,1978-06-03,13:45
2388,8,Group Matches,Group 4,NED,IRN,1978-06-03,19:45,1978-06-03,16:45
2451,7,Group Matches,Group 4,PER,SCO,1978-06-03,19:45,1978-06-03,16:45
2197,9,Group Matches,Group 1,ARG,FRA,1978-06-06,22:15,1978-06-06,19:15
2350,12,Group Matches,Group 2,FRG,MEX,1978-06-06,19:45,1978-06-06,16:45
2396,10,Group Matches,Group 1,ITA,HUN,1978-06-06,16:45,1978-06-06,13:45
2454,11,Group Matches,Group 2,POL,TUN,1978-06-06,19:45,1978-06-06,16:45
2394,16,Group Matches,Group 4,NED,PER,1978-06-07,19:45,1978-06-07,16:45
2246,14,Group Matches,Group 3,BRA,ESP,1978-06-07,16:45,1978-06-07,13:45
2224,13,Group Matches,Group 3,AUT,SWE,1978-06-07,16:45,1978-06-07,13:45
2408,15,Group Matches,Group 4,SCO,IRN,1978-06-07,19:45,1978-06-07,16:45
2200,17,Group Matches,Group 1,ITA,ARG,1978-06-10,22:15,1978-06-10,19:15
2431,19,Group Matches,Group 2,POL,MEX,1978-06-10,19:45,1978-06-10,16:45
2344,18,Group Matches,Group 1,FRA,HUN,1978-06-10,18:10,1978-06-10,15:10
2352,20,Group Matches,Group 2,FRG,TUN,1978-06-10,19:45,1978-06-10,16:45
2215,22,Group Matches,Group 3,BRA,AUT,1978-06-11,16:45,1978-06-11,13:45
2337,21,Group Matches,Group 3,ESP,SWE,1978-06-11,16:45,1978-06-11,13:45
2395,24,Group Matches,Group 4,SCO,NED,1978-06-11,19:45,1978-06-11,16:45
2405,23,Group Matches,Group 4,PER,IRN,1978-06-11,19:45,1978-06-11,16:45
2202,26,Second Round,Group B,ARG,POL,1978-06-14,22:15,1978-06-14,19:15
2251,28,Second Round,Group B,BRA,PER,1978-06-14,19:45,1978-06-14,16:45
2220,27,Second Round,Group A,NED,AUT,1978-06-14,16:45,1978-06-14,13:45
2349,25,Second Round,Group A,FRG,ITA,1978-06-14,16:45,1978-06-14,13:45
2450,32,Second Round,Group B,POL,PER,1978-06-18,16:45,1978-06-18,13:45
2348,31,Second Round,Group A,FRG,NED,1978-06-18,19:45,1978-06-18,16:45
2221,29,Second Round,Group A,ITA,AUT,1978-06-18,19:45,1978-06-18,16:45
2196,30,Second Round,Group B,ARG,BRA,1978-06-18,22:15,1978-06-18,19:15
2252,36,Second Round,Group B,BRA,POL,1978-06-21,19:45,1978-06-21,16:45
2391,33,Second Round,Group A,NED,ITA,1978-06-21,16:45,1978-06-21,13:45
2217,35,Second Round,Group A,AUT,FRG,1978-06-21,16:45,1978-06-21,13:45
2201,34,Second Round,Group B,ARG,PER,1978-06-21,22:15,1978-06-21,19:15
2247,37,Match for third place,,BRA,ITA,1978-06-24,18:00,1978-06-24,15:00
2198,38,Final,,ARG,NED,1978-06-25,18:00,1978-06-25,15:00
