id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
97410001,1,First stage,Group A,GER,CRC,2006-06-09,16:00,2006-06-09,18:00
97410002,2,First stage,Group A,POL,ECU,2006-06-09,19:00,2006-06-09,21:00
97410003,3,First stage,Group B,ENG,PAR,2006-06-10,13:00,2006-06-10,15:00
97410004,4,First stage,Group B,TRI,SWE,2006-06-10,16:00,2006-06-10,18:00
97410005,5,First stage,Group C,ARG,CIV,2006-06-10,19:00,2006-06-10,21:00
97410006,6,First stage,Group C,SCG,NED,2006-06-11,13:00,2006-06-11,15:00
97410007,7,First stage,Group D,MEX,IRN,2006-06-11,16:00,2006-06-11,18:00
97410008,8,First stage,Group D,ANG,POR,2006-06-11,19:00,2006-06-11,21:00
97410012,12,First stage,Group F,AUS,JPN,2006-06-12,13:00,2006-06-12,15:00
97410010,10,First stage,Group E,USA,CZE,2006-06-12,16:00,2006-06-12,18:00
97410009,9,First stage,Group E,ITA,GHA,2006-06-12,19:00,2006-06-12,21:00
97410014,14,First stage,Group G,KOR,TOG,2006-06-13,13:00,2006-06-13,15:00
97410013,13,First stage,Group G,FRA,SUI,2006-06-13,16:00,2006-06-13,18:00
97410011,11,First stage,Group F,BRA,CRO,2006-06-13,19:00,2006-06-13,21:00
97410017,17,First stage,Group A,GER,POL,2006-06-14,19:00,2006-06-14,21:00
97410015,15,First stage,Group H,ESP,UKR,2006-06-14,13:00,2006-06-14,15:00
97410016,16,First stage,Group H,TUN,KSA,2006-06-14,16:00,2006-06-14,18:00
97410018,18,First stage,Group A,ECU,CRC,2006-06-15,13:00,2006-06-15,15:00
97410019,19,First stage,Group B,ENG,TRI,2006-06-15,16:00,2006-06-15,18:00
97410020,20,First stage,Group B,SWE,PAR,2006-06-15,19:00,2006-06-15,21:00
97410021,21,First stage,Group C,ARG,SCG,2006-06-16,13:00,2006-06-16,15:00
97410022,22,First stage,Group C,NED,CIV,2006-06-16,16:00,2006-06-16,18:00
97410023,23,First stage,Group D,MEX,ANG,2006-06-16,19:00,2006-06-16,21:00
97410024,24,First stage,Group D,POR,IRN,2006-06-17,13:00,2006-06-17,15:00
97410026,26,First stage,Group E,CZE,GHA,2006-06-17,16:00,2006-06-17,18:00
97410025,25,First stage,Group E,ITA,USA,2006-06-17,19:00,2006-06-17,21:00
97410029,29,First stage,Group G,FRA,KOR,2006-06-18,19:00,2006-06-18,21:00
97410028,28,First stage,Group F,JPN,CRO,2006-06-18,13:00,2006-06-18,15:00
97410027,27,First stage,Group F,BRA,AUS,2006-06-18,16:00,2006-06-18,18:00
97410032,32,First stage,Group H,KSA,UKR,2006-06-19,16:00,2006-06-19,18:00
97410031,31,First stage,Group H,ESP,TUN,2006-06-19,19:00,2006-06-19,21:00
97410030,30,First stage,Group G,TOG,SUI,2006-06-19,13:00,2006-06-19,15:00
97410033,33,First stage,Group A,ECU,GER,2006-06-20,14:00,2006-06-20,16:00
97410034,34,First stage,Group A,CRC,POL,2006-06-20,14:00,2006-06-20,16:00
97410035,35,First stage,Group B,SWE,ENG,2006-06-20,19:00,2006-06-20,21:00
97410036,36,First stage,Group B,PAR,TRI,2006-06-20,19:00,2006-06-20,21:00
97410040,40,First stage,Group D,IRN,ANG,2006-06-21,14:00,2006-06-21,16:00
97410039,39,First stage,Group D,POR,MEX,2006-06-21,14:00,2006-06-21,16:00
97410038,38,First stage,Group C,CIV,SCG,2006-06-21,19:00,2006-06-21,21:00
97410037,37,First stage,Group C,NED,ARG,2006-06-21,19:00,2006-06-21,21:00
97410042,42,First stage,Group E,GHA,USA,2006-06-22,14:00,2006-06-22,16:00
97410041,41,First stage,Group E,CZE,ITA,2006-06-22,14:00,2006-06-22,16:00
97410044,44,First stage,Group F,CRO,AUS,2006-06-22,19:00,2006-06-22,21:00
97410043,43,First stage,Group F,JPN,BRA,2006-06-22,19:00,2006-06-22,21:00
97410046,46,First stage,Group G,SUI,KOR,2006-06-23,19:00,2006-06-23,21:00
97410045,45,First stage,Group G,TOG,FRA,2006-06-23,19:00,2006-06-23,21:00
97410048,48,First stage,Group H,UKR,TUN,2006-06-23,14:00,2006-06-23,16:00
97410047,47,First stage,Group H,KSA,ESP,2006-06-23,14:00,2006-06-23,16:00
97410049,49,Round of 16,,GER,SWE,2006-06-24,15:00,2006-06-24,17:00
97410050,50,Round of 16,,ARG,MEX,2006-06-24,19:00,2006-06-24,21:00
97410051,51,Round of 16,,ENG,ECU,2006-06-25,15:00,2006-06-25,17:00
97410052,52,Round of 16,,POR,NED,2006-06-25,19:00,2006-06-25,21:00
97410053,53,Round of 16,,ITA,AUS,2006-06-26,15:00,2006-06-26,17:00
97410054,54,Round of 16,,SUI,UKR,2006-06-26,19:00,2006-06-26,21:00
97410055,55,Round of 16,,BRA,GHA,2006-06-27,15:00,2006-06-27,17:00
97410056,56,Round of 16,,ESP,FRA,2006-06-27,19:00,2006-06-27,21:00
97410057,57,Quarter-final,,GER,ARG,2006-06-30,15:00,2006-06-30,17:00
97410058,58,Quarter-final,,ITA,UKR,2006-06-30,19:00,2006-06-30,21:00
97410059,59,Quarter-final,,ENG,POR,2006-07-01,15:00,2006-07-01,17:00
97410060,60,Quarter-final,,BRA,FRA,2006-07-01,19:00,2006-07-01,21:00
97410061,61,Semi-final,,GER,ITA,2006-07-04,19:00,2006-07-04,21:00
97410062,62,Semi-final,,POR,FRA,2006-07-05,19:00,2006-07-05,21:00
97410063,63,Match for third place,,GER,POR,2006-07-08,19:00,2006-07-08,21:00
97410064,64,Final,,ITA,FRA,2006-07-09,18:00,2006-07-09,20:00
