id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
97410020,20,First stage,Group B,2006-06-15,0,1,SWE,PAR,Sweden,Paraguay,1,0,,,SWE,,,,,,Olympiastadion,,,,
97410021,21,First stage,Group C,2006-06-16,0,1,ARG,SCG,Argentina,Serbia and Montenegro,6,0,,,ARG,,,,,,"FIFA World Cup Stadium, Gelsenkirchen",,,,
97410022,22,First stage,Group C,2006-06-16,0,1,NED,CIV,Netherlands,Côte d'Ivoire,2,1,,,NED,,,,,,Mercedes-Benz Arena,,,,
97410023,23,First stage,Group D,2006-06-16,0,1,MEX,ANG,Mexico,Angola,0,0,,,,,,,,,HDI-Arena,,,,
97410024,24,First stage,Group D,2006-06-17,0,1,POR,IRN,Portugal,IR Iran,2,0,,,POR,,,,,,Commerzbank Arena,,,,
97410026,26,First stage,Group E,2006-06-17,0,1,CZE,GHA,Czechia,Ghana,0,2,,,GHA,,,,,,Rhein Energie Stadium,,,,
97410025,25,First stage,Group E,2006-06-17,0,1,ITA,USA,Italy,USA,1,1,,,,,,,,,Fritz-Walter-Stadion,,,,
97410029,29,First stage,Group G,2006-06-18,0,1,FRA,KOR,France,Korea Republic,1,1,,,,,,,,,Zentralstadion,,,,
97410028,28,First stage,Group F,2006-06-18,0,1,JPN,CRO,Japan,Croatia,0,0,,,,,,,,,Frankenstadion,,,,
97410027,27,First stage,Group F,2006-06-18,0,1,BRA,AUS,Brazil,Australia,2,0,,,BRA,,,,,,Allianz Arena,,,,
97410032,32,First stage,Group H,2006-06-19,0,1,KSA,UKR,Saudi Arabia,Ukraine,0,4,,,UKR,,,,,,Volksparkstadion,,,,
97410031,31,First stage,Group H,2006-06-19,0,1,ESP,TUN,Spain,Tunisia,3,1,,,ESP,,,,,,Mercedes-Benz Arena,,,,
97410030,30,First stage,Group G,2006-06-19,0,1,TOG,SUI,Togo,Switzerland,0,2,,,SUI,,,,,,Signal-Iduna-Park,,,,
97410033,33,First stage,Group A,2006-06-20,0,1,ECU,GER,Ecuador,Germany,0,3,,,GER,,,,,,Olympiastadion,,,,
97410034,34,First stage,Group A,2006-06-20,0,1,CRC,POL,Costa Rica,Poland,1,2,,,POL,,,,,,HDI-Arena,,,,
97410035,35,First stage,Group B,2006-06-20,0,1,SWE,ENG,Sweden,England,2,2,,,,,,,,,Rhein Energie Stadium,,,,
97410036,36,First stage,Group B,2006-06-20,0,1,PAR,TRI,Paraguay,Trinidad and Tobago,2,0,,,PAR,,,,,,Fritz-Walter-Stadion,,,,
97410040,40,First stage,Group D,2006-06-21,0,1,IRN,ANG,IR Iran,Angola,1,1,,,,,,,,,Zentralstadion,,,,
97410039,39,First stage,Group D,2006-06-21,0,1,POR,MEX,Portugal,Mexico,2,1,,,POR,,,,,,"FIFA World Cup Stadium, Gelsenkirchen",,,,
97410038,38,First stage,Group C,2006-06-21,0,1,CIV,SCG,Côte d'Ivoire,Serbia and Montenegro,3,2,,,CIV,,,,,,Allianz Arena,,,,
97410037,37,First stage,Group C,2006-06-21,0,1,NED,ARG,Netherlands,Argentina,0,0,,,,,,,,,Commerzbank Arena,,,,
97410042,42,First stage,Group E,2006-06-22,0,1,GHA,USA,Ghana,USA,2,1,,,GHA,,,,,,Frankenstadion,,,,
97410041,41,First stage,Group E,2006-06-22,0,1,CZE,ITA,Czechia,Italy,0,2,,,ITA,,,,,,Volksparkstadion,,,,
97410044,44,First stage,Group F,2006-06-22,0,1,CRO,AUS,Croatia,Australia,2,2,,,,,,,,,Mercedes-Benz Arena,,,,
97410043,43,First stage,Group F,2006-06-22,0,1,JPN,BRA,Japan,Brazil,1,4,,,BRA,,,,,,Signal-Iduna-Park,,,,
97410046,46,First stage,Group G,2006-06-23,0,1,SUI,KOR,Switzerland,Korea Republic,2,0,,,SUI,,,,,,HDI-Arena,,,,
97410045,45,First stage,Group G,2006-06-23,0,1,TOG,FRA,Togo,France,0,2,,,FRA,,,,,,Rhein Energie Stadium,,,,
97410048,48,First stage,Group H,2006-06-23,0,1,UKR,TUN,Ukraine,Tunisia,1,0,,,UKR,,,,,,Olympiastadion,,,,
97410047,47,First stage,Group H,2006-06-23,0,1,KSA,ESP,Saudi Arabia,Spain,0,1,,,ESP,,,,,,Fritz-Walter-Stadion,,,,
97410049,49,Round of 16,,2006-06-24,0,1,GER,SWE,Germany,Sweden,2,0,,,GER,,,,,,Allianz Arena,,,,
97410050,50,Round of 16,,2006-06-24,0,3,ARG,MEX,Argentina,Mexico,2,1,,,ARG,,,,,,Zentralstadion,,,,
97410051,51,Round of 16,,2006-06-25,0,1,ENG,ECU,England,Ecuador,1,0,,,ENG,,,,,,Mercedes-Benz Arena,,,,
97410052,52,Round of 16,,2006-06-25,0,1,POR,NED,Portugal,Netherlands,1,0,,,POR,,,,,,Frankenstadion,,,,
97410053,53,Round of 16,,2006-06-26,0,1,ITA,AUS,Italy,Australia,1,0,,,ITA,,,,,,Fritz-Walter-Stadion,,,,
97410054,54,Round of 16,,2006-06-26,0,2,SUI,UKR,Switzerland,Ukraine,0,0,0.0,3.0,UKR,,,,,,Rhein Energie Stadium,,,,
97410055,55,Round of 16,,2006-06-27,0,1,BRA,GHA,Brazil,Ghana,3,0,,,BRA,,,,,,Signal-Iduna-Park,,,,
97410056,56,Round of 16,,2006-06-27,0,1,ESP,FRA,Spain,France,1,3,,,FRA,,,,,,HDI-Arena,,,,
97410057,57,Quarter-final,,2006-06-30,0,2,GER,ARG,Germany,Argentina,1,1,4.0,2.0,GER,,,,,,Olympiastadion,,,,
97410058,58,Quarter-final,,2006-06-30,0,1,ITA,UKR,Italy,Ukraine,3,0,,,ITA,,,,,,Volksparkstadion,,,,
97410059,59,Quarter-final,,2006-07-01,0,2,ENG,POR,England,Portugal,0,0,1.0,3.0,POR,,,,,,"FIFA World Cup Stadium, Gelsenkirchen",,,,
97410060,60,Quarter-final,,2006-07-01,0,1,BRA,FRA,Brazil,France,0,1,,,FRA,,,,,,Commerzbank Arena,,,,
97410061,61,Semi-final,,2006-07-04,0,3,GER,ITA,Germany,Italy,0,2,,,ITA,,,,,,Signal-Iduna-Park,,,,
97410062,62,Semi-final,,2006-07-05,0,1,POR,FRA,Portugal,France,0,1,,,FRA,,,,,,Allianz Arena,,,,
97410063,63,Match for third place,,2006-07-08,0,1,GER,POR,Germany,Portugal,3,1,,,GER,,,,,,Mercedes-Benz Arena,,,,
97410064,64,Final,,2006-07-09,0,2,ITA,FRA,Italy,France,1,1,5.0,3.0,ITA,,,,,,Olympiastadion,,,,
