year,id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1962,1511,26.0,Quarter-final,,1962-06-10,0,1,YUG,FRG,Yugoslavia,Germany FR,1.0,0.0,,,YUG,,,,,,Estadio Nacional Julio Martínez Prádanos,,,,
1962,1459,27.0,Quarter-final,,1962-06-10,0,1,BRA,ENG,Brazil,England,3.0,1.0,,,BRA,,,,,,Estadio Sausalito,,,,
1962,1559,30.0,Semi-final,,1962-06-13,0,1,TCH,YUG,Czechoslovakia,Yugoslavia,3.0,1.0,,,TCH,,,,,,Estadio Sausalito,,,,
1962,1458,29.0,Semi-final,,1962-06-13,0,1,BRA,CHI,Brazil,Chile,4.0,2.0,,,BRA,,,,,,Estadio Nacional Julio Martínez Prádanos,,,,
1962,1475,31.0,Match for third place,,1962-06-16,0,1,CHI,YUG,Chile,Yugoslavia,1.0,0.0,,,CHI,,,,,,Estadio Nacional Julio Martínez Prádanos,,,,
1962,1463,32.0,Final,,1962-06-17,0,1,BRA,TCH,Brazil,Czechoslovakia,3.0,1.0,,,BRA,,,,,,Estadio Nacional Julio Martínez Prádanos,,,,
1966,1636,1.0,Group Matches,Group 1,1966-07-11,0,1,ENG,URU,England,Uruguay,0.0,0.0,,,,,,,,,Wembley Stadium,,,,
1966,1656,2.0,Group Matches,Group 2,1966-07-12,0,1,FRG,SUI,Germany FR,Switzerland,5.0,0.0,,,FRG,,,,,,Hillsborough,,,,
1966,1596,3.0,Group Matches,Group 3,1966-07-12,0,1,BRA,BUL,Brazil,Bulgaria,2.0,0.0,,,BRA,,,,,,Goodison Park,,,,
1966,1710,4.0,Group Matches,Group 4,1966-07-12,0,1,URS,PRK,Soviet Union,Korea DPR,3.0,0.0,,,URS,,,,,,Ayresome Park,,,,
1966,1578,6.0,Group Matches,Group 2,1966-07-13,0,1,ARG,ESP,Argentina,Spain,2.0,1.0,,,ARG,,,,,,Villa Park,,,,
1966,1650,5.0,Group Matches,Group 1,1966-07-13,0,1,FRA,MEX,France,Mexico,1.0,1.0,,,,,,,,,Wembley Stadium,,,,
1966,1675,7.0,Group Matches,Group 3,1966-07-13,0,1,POR,HUN,Portugal,Hungary,3.0,1.0,,,POR,,,,,,Old Trafford Stadium,,,,
1966,1608,8.0,Group Matches,Group 4,1966-07-13,0,1,ITA,CHI,Italy,Chile,2.0,0.0,,,ITA,,,,,,Roker Park Ground,,,,
1966,1641,10.0,Group Matches,Group 2,1966-07-15,0,1,ESP,SUI,Spain,Switzerland,2.0,1.0,,,ESP,,,,,,Hillsborough,,,,
1966,1597,11.0,Group Matches,Group 3,1966-07-15,0,1,HUN,BRA,Hungary,Brazil,3.0,1.0,,,HUN,,,,,,Goodison Park,,,,
1966,1653,9.0,Group Matches,Group 1,1966-07-15,0,1,URU,FRA,Uruguay,France,2.0,1.0,,,URU,,,,,,White City,,,,
1966,1609,12.0,Group Matches,Group 4,1966-07-15,0,1,PRK,CHI,Korea DPR,Chile,1.0,1.0,,,,,,,,,Ayresome Park,,,,
1966,1602,15.0,Group Matches,Group 3,1966-07-16,0,1,POR,BUL,Portugal,Bulgaria,3.0,0.0,,,POR,,,,,,Old Trafford Stadium,,,,
1966,1634,13.0,Group Matches,Group 1,1966-07-16,0,1,ENG,MEX,England,Mexico,2.0,0.0,,,ENG,,,,,,Wembley Stadium,,,,
1966,1579,14.0,Group Matches,Group 2,1966-07-16,0,1,FRG,ARG,Germany FR,Argentina,0.0,0.0,,,,,,,,,Villa Park,,,,
1966,1682,16.0,Group Matches,Group 4,1966-07-16,0,1,URS,ITA,Soviet Union,Italy,1.0,0.0,,,URS,,,,,,Roker Park Ground,,,,
1966,1689,17.0,Group Matches,Group 1,1966-07-19,0,1,URU,MEX,Uruguay,Mexico,0.0,0.0,,,,,,,,,Wembley Stadium,,,,
1966,1582,18.0,Group Matches,Group 2,1966-07-19,0,1,ARG,SUI,Argentina,Switzerland,2.0,0.0,,,ARG,,,,,,Hillsborough,,,,
1966,1598,19.0,Group Matches,Group 3,1966-07-19,0,1,POR,BRA,Portugal,Brazil,3.0,1.0,,,POR,,,,,,Goodison Park,,,,
1966,1679,20.0,Group Matches,Group 4,1966-07-19,0,1,PRK,ITA,Korea DPR,Italy,1.0,0.0,,,PRK,,,,,,Ayresome Park,,,,
1966,1599,23.0,Group Matches,Group 3,1966-07-20,0,1,HUN,BUL,Hungary,Bulgaria,3.0,1.0,,,HUN,,,,,,Old Trafford Stadium,,,,
1966,1632,21.0,Group Matches,Group 1,1966-07-20,0,1,ENG,FRA,England,France,2.0,0.0,,,ENG,,,,,,Wembley Stadium,,,,
1966,1637,22.0,Group Matches,Group 2,1966-07-20,0,1,FRG,ESP,Germany FR,Spain,2.0,1.0,,,FRG,,,,,,Villa Park,,,,
1966,1610,24.0,Group Matches,Group 4,1966-07-20,0,1,URS,CHI,Soviet Union,Chile,2.0,1.0,,,URS,,,,,,Roker Park Ground,,,,
1966,1676,27.0,Quarter-final,,1966-07-23,0,1,URS,HUN,Soviet Union,Hungary,2.0,1.0,,,URS,,,,,,Roker Park Ground,,,,
1966,1702,28.0,Quarter-final,,1966-07-23,0,1,POR,PRK,Portugal,Korea DPR,5.0,3.0,,,POR,,,,,,Goodison Park,,,,
1966,1660,26.0,Quarter-final,,1966-07-23,0,1,FRG,URU,Germany FR,Uruguay,4.0,0.0,,,FRG,,,,,,Hillsborough,,,,
1966,1577,25.0,Quarter-final,,1966-07-23,0,1,ENG,ARG,England,Argentina,1.0,0.0,,,ENG,,,,,,Wembley Stadium,,,,
1966,1659,29.0,Semi-final,,1966-07-25,0,1,FRG,URS,Germany FR,Soviet Union,2.0,1.0,,,FRG,,,,,,Goodison Park,,,,
1966,1635,30.0,Semi-final,,1966-07-26,0,1,ENG,POR,England,Portugal,2.0,1.0,,,ENG,,,,,,Wembley Stadium,,,,
1966,1709,31.0,Match for third place,,1966-07-28,0,1,POR,URS,Portugal,Soviet Union,2.0,1.0,,,POR,,,,,,Wembley Stadium,,,,
1966,1633,32.0,Final,,1966-07-30,0,3,ENG,FRG,England,Germany FR,4.0,2.0,,,ENG,,,,,,Wembley Stadium,,,,
1970,1902,1.0,Group Matches,Group 1,1970-05-31,0,1,MEX,URS,Mexico,Soviet Union,0.0,0.0,,,,,,,,,Estadio Azteca,,,,
1970,1881,2.0,Group Matches,Group 2,1970-06-02,0,1,URU,ISR,Uruguay,Israel,2.0,0.0,,,URU,,,,,,Estadio Cuauhtemoc,,,,
1970,1812,3.0,Group Matches,Group 3,1970-06-02,0,1,ENG,ROU,England,Romania,1.0,0.0,,,ENG,,,,,,Estadio Jalisco,,,,
1970,1780,4.0,Group Matches,Group 4,1970-06-02,0,1,PER,BUL,Peru,Bulgaria,3.0,2.0,,,PER,,,,,,Nou Camp - Estadio León,,,,
1970,1770,7.0,Group Matches,Group 3,1970-06-03,0,1,BRA,TCH,Brazil,Czechoslovakia,4.0,1.0,,,BRA,,,,,,Estadio Jalisco,,,,
1970,1747,5.0,Group Matches,Group 1,1970-06-03,0,1,BEL,SLV,Belgium,El Salvador,3.0,0.0,,,BEL,,,,,,Estadio Azteca,,,,
1970,1883,6.0,Group Matches,Group 2,1970-06-03,0,1,ITA,SWE,Italy,Sweden,1.0,0.0,,,ITA,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1970,1839,8.0,Group Matches,Group 4,1970-06-03,0,1,FRG,MAR,Germany FR,Morocco,2.0,1.0,,,FRG,,,,,,Nou Camp - Estadio León,,,,
1970,1893,12.0,Group Matches,Group 4,1970-06-06,0,1,PER,MAR,Peru,Morocco,3.0,0.0,,,PER,,,,,,Nou Camp - Estadio León,,,,
1970,1919,11.0,Group Matches,Group 3,1970-06-06,0,1,ROU,TCH,Romania,Czechoslovakia,2.0,1.0,,,ROU,,,,,,Estadio Jalisco,,,,
1970,1753,9.0,Group Matches,Group 1,1970-06-06,0,1,URS,BEL,Soviet Union,Belgium,4.0,1.0,,,URS,,,,,,Estadio Azteca,,,,
1970,1884,10.0,Group Matches,Group 2,1970-06-06,0,1,URU,ITA,Uruguay,Italy,0.0,0.0,,,,,,,,,Estadio Cuauhtemoc,,,,
1970,1820,13.0,Group Matches,Group 1,1970-06-07,0,1,MEX,SLV,Mexico,El Salvador,4.0,0.0,,,MEX,,,,,,Estadio Azteca,,,,
1970,1774,16.0,Group Matches,Group 4,1970-06-07,0,1,FRG,BUL,Germany FR,Bulgaria,5.0,2.0,,,FRG,,,,,,Nou Camp - Estadio León,,,,
1970,1764,15.0,Group Matches,Group 3,1970-06-07,0,1,BRA,ENG,Brazil,England,1.0,0.0,,,BRA,,,,,,Estadio Jalisco,,,,
1970,1880,14.0,Group Matches,Group 2,1970-06-07,0,1,SWE,ISR,Sweden,Israel,1.0,1.0,,,,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1970,1823,17.0,Group Matches,Group 1,1970-06-10,0,1,URS,SLV,Soviet Union,El Salvador,2.0,0.0,,,URS,,,,,,Estadio Azteca,,,,
1970,1922,18.0,Group Matches,Group 2,1970-06-10,0,1,SWE,URU,Sweden,Uruguay,1.0,0.0,,,SWE,,,,,,Estadio Cuauhtemoc,,,,
1970,1840,20.0,Group Matches,Group 4,1970-06-10,0,1,FRG,PER,Germany FR,Peru,3.0,1.0,,,FRG,,,,,,Nou Camp - Estadio León,,,,
1970,1769,19.0,Group Matches,Group 3,1970-06-10,0,1,BRA,ROU,Brazil,Romania,3.0,2.0,,,BRA,,,,,,Estadio Jalisco,,,,
1970,1813,23.0,Group Matches,Group 3,1970-06-11,0,1,ENG,TCH,England,Czechoslovakia,1.0,0.0,,,ENG,,,,,,Estadio Jalisco,,,,
1970,1877,22.0,Group Matches,Group 2,1970-06-11,0,1,ITA,ISR,Italy,Israel,0.0,0.0,,,,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1970,1752,21.0,Group Matches,Group 1,1970-06-11,0,1,MEX,BEL,Mexico,Belgium,1.0,0.0,,,MEX,,,,,,Estadio Azteca,,,,
1970,1779,24.0,Group Matches,Group 4,1970-06-11,0,1,BUL,MAR,Bulgaria,Morocco,1.0,1.0,,,,,,,,,Nou Camp - Estadio León,,,,
1970,1925,25.0,Quarter-final,,1970-06-14,0,3,URU,URS,Uruguay,Soviet Union,1.0,0.0,,,URU,,,,,,Estadio Azteca,,,,
1970,1768,27.0,Quarter-final,,1970-06-14,0,1,BRA,PER,Brazil,Peru,4.0,2.0,,,BRA,,,,,,Estadio Jalisco,,,,
1970,1811,28.0,Quarter-final,,1970-06-14,0,3,FRG,ENG,Germany FR,England,3.0,2.0,,,FRG,,,,,,Nou Camp - Estadio León,,,,
1970,1882,26.0,Quarter-final,,1970-06-14,0,1,ITA,MEX,Italy,Mexico,4.0,1.0,,,ITA,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1970,1771,29.0,Semi-final,,1970-06-17,0,1,BRA,URU,Brazil,Uruguay,3.0,1.0,,,BRA,,,,,,Estadio Jalisco,,,,
1970,1838,30.0,Semi-final,,1970-06-17,0,3,ITA,FRG,Italy,Germany FR,4.0,3.0,,,ITA,,,,,,Estadio Azteca,,,,
1970,1843,31.0,Match for third place,,1970-06-20,0,1,FRG,URU,Germany FR,Uruguay,1.0,0.0,,,FRG,,,,,,Estadio Azteca,,,,
1970,1765,32.0,Final,,1970-06-21,0,1,BRA,ITA,Brazil,Italy,4.0,1.0,,,BRA,,,,,,Estadio Azteca,,,,
1974,1986,3.0,Group Matches,Group 2,1974-06-13,0,1,BRA,YUG,Brazil,Yugoslavia,0.0,0.0,,,,,,,,,Waldstadion,,,,
1974,2003,1.0,Group Matches,Group 1,1974-06-14,0,1,FRG,CHI,Germany FR,Chile,1.0,0.0,,,FRG,,,,,,Olympiastadion,,,,
1974,1955,2.0,Group Matches,Group 1,1974-06-14,0,1,GDR,AUS,German DR,Australia,2.0,0.0,,,GDR,,,,,,Volksparkstadion,,,,
1974,2176,4.0,Group Matches,Group 2,1974-06-14,0,1,ZAI,SCO,Zaire,Scotland,0.0,2.0,,,SCO,,,,,,Westfalenstadion,,,,
1974,1995,6.0,Group Matches,Group 3,1974-06-15,0,1,SWE,BUL,Sweden,Bulgaria,0.0,0.0,,,,,,,,,Rheinstadion,,,,
1974,2098,5.0,Group Matches,Group 3,1974-06-15,0,1,URU,NED,Uruguay,Netherlands,0.0,2.0,,,NED,,,,,,Niedersachsenstadion,,,,
1974,2083,7.0,Group Matches,Group 4,1974-06-15,0,1,ITA,HAI,Italy,Haiti,3.0,1.0,,,ITA,,,,,,Olympiastadion,,,,
1974,1952,8.0,Group Matches,Group 4,1974-06-15,0,1,POL,ARG,Poland,Argentina,3.0,2.0,,,POL,,,,,,Neckarstadion,,,,
1974,2186,11.0,Group Matches,Group 2,1974-06-18,0,1,YUG,ZAI,Yugoslavia,Zaire,9.0,0.0,,,YUG,,,,,,Parkstadion,,,,
1974,1985,12.0,Group Matches,Group 2,1974-06-18,0,1,SCO,BRA,Scotland,Brazil,0.0,0.0,,,,,,,,,Waldstadion,,,,
1974,1954,10.0,Group Matches,Group 1,1974-06-18,0,1,AUS,FRG,Australia,Germany FR,0.0,3.0,,,FRG,,,,,,Volksparkstadion,,,,
1974,2004,9.0,Group Matches,Group 1,1974-06-18,0,1,CHI,GDR,Chile,German DR,1.0,1.0,,,,,,,,,Olympiastadion,,,,
1974,2085,15.0,Group Matches,Group 4,1974-06-19,0,1,HAI,POL,Haiti,Poland,0.0,7.0,,,POL,,,,,,Olympiastadion,,,,
1974,2097,13.0,Group Matches,Group 3,1974-06-19,0,1,NED,SWE,Netherlands,Sweden,0.0,0.0,,,,,,,,,Westfalenstadion,,,,
1974,1996,14.0,Group Matches,Group 3,1974-06-19,0,1,BUL,URU,Bulgaria,Uruguay,1.0,1.0,,,,,,,,,Niedersachsenstadion,,,,
1974,1949,16.0,Group Matches,Group 4,1974-06-19,0,1,ARG,ITA,Argentina,Italy,1.0,1.0,,,,,,,,,Neckarstadion,,,,
1974,2062,18.0,Group Matches,Group 1,1974-06-22,0,1,GDR,FRG,German DR,Germany FR,1.0,0.0,,,GDR,,,,,,Volksparkstadion,,,,
1974,1987,20.0,Group Matches,Group 2,1974-06-22,0,1,ZAI,BRA,Zaire,Brazil,0.0,3.0,,,BRA,,,,,,Parkstadion,,,,
1974,1953,17.0,Group Matches,Group 1,1974-06-22,0,1,AUS,CHI,Australia,Chile,0.0,0.0,,,,,,,,,Olympiastadion,,,,
1974,2175,19.0,Group Matches,Group 2,1974-06-22,0,1,SCO,YUG,Scotland,Yugoslavia,1.0,1.0,,,,,,,,,Waldstadion,,,,
1974,1990,21.0,Group Matches,Group 3,1974-06-23,0,1,BUL,NED,Bulgaria,Netherlands,1.0,4.0,,,NED,,,,,,Westfalenstadion,,,,
1974,2129,24.0,Group Matches,Group 4,1974-06-23,0,1,POL,ITA,Poland,Italy,2.0,1.0,,,POL,,,,,,Neckarstadion,,,,
1974,2181,22.0,Group Matches,Group 3,1974-06-23,0,1,SWE,URU,Sweden,Uruguay,3.0,0.0,,,SWE,,,,,,Rheinstadion,,,,
1974,1947,23.0,Group Matches,Group 4,1974-06-23,0,1,ARG,HAI,Argentina,Haiti,4.0,1.0,,,ARG,,,,,,Olympiastadion,,,,
1974,2167,28.0,Second Round,Group B,1974-06-26,0,1,SWE,POL,Sweden,Poland,0.0,1.0,,,POL,,,,,,Neckarstadion,,,,
1974,1948,26.0,Second Round,Group A,1974-06-26,0,1,NED,ARG,Netherlands,Argentina,4.0,0.0,,,NED,,,,,,Parkstadion,,,,
1974,2066,27.0,Second Round,Group B,1974-06-26,0,1,YUG,FRG,Yugoslavia,Germany FR,0.0,2.0,,,FRG,,,,,,Rheinstadion,,,,
1974,1982,25.0,Second Round,Group A,1974-06-26,0,1,BRA,GDR,Brazil,German DR,1.0,0.0,,,BRA,,,,,,Niedersachsenstadion,,,,
1974,2170,32.0,Second Round,Group B,1974-06-30,0,1,POL,YUG,Poland,Yugoslavia,2.0,1.0,,,POL,,,,,,Waldstadion,,,,
1974,2067,29.0,Second Round,Group A,1974-06-30,0,1,GDR,NED,German DR,Netherlands,0.0,2.0,,,NED,,,,,,Parkstadion,,,,
1974,1945,30.0,Second Round,Group A,1974-06-30,0,1,ARG,BRA,Argentina,Brazil,1.0,2.0,,,BRA,,,,,,Niedersachsenstadion,,,,
1974,2065,31.0,Second Round,Group B,1974-06-30,0,1,FRG,SWE,Germany FR,Sweden,4.0,2.0,,,FRG,,,,,,Rheinstadion,,,,
1974,1983,34.0,Second Round,Group A,1974-07-03,0,1,NED,BRA,Netherlands,Brazil,2.0,0.0,,,NED,,,,,,Westfalenstadion,,,,
1974,2064,35.0,Second Round,Group B,1974-07-03,0,1,POL,FRG,Poland,Germany FR,0.0,1.0,,,FRG,,,,,,Waldstadion,,,,
1974,1946,33.0,Second Round,Group A,1974-07-03,0,1,ARG,GDR,Argentina,German DR,1.0,1.0,,,,,,,,,Parkstadion,,,,
1974,2182,36.0,Second Round,Group B,1974-07-03,0,1,SWE,YUG,Sweden,Yugoslavia,2.0,1.0,,,SWE,,,,,,Rheinstadion,,,,
1974,1984,37.0,Match for third place,,1974-07-06,0,1,BRA,POL,Brazil,Poland,0.0,1.0,,,POL,,,,,,Olympiastadion,,,,
1974,2063,38.0,Final,,1974-07-07,0,1,NED,FRG,Netherlands,Germany FR,1.0,2.0,,,FRG,,,,,,Olympiastadion,,,,
1978,2351,1.0,Group Matches,Group 2,1978-06-01,0,1,FRG,POL,Germany FR,Poland,0.0,0.0,,,,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2347,3.0,Group Matches,Group 1,1978-06-02,0,1,ITA,FRA,Italy,France,2.0,1.0,,,ITA,,,,,,Estadio José María Minella,,,,
1978,2433,4.0,Group Matches,Group 2,1978-06-02,0,1,TUN,MEX,Tunisia,Mexico,3.0,1.0,,,TUN,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
1978,2199,2.0,Group Matches,Group 1,1978-06-02,0,1,ARG,HUN,Argentina,Hungary,2.0,1.0,,,ARG,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2253,6.0,Group Matches,Group 3,1978-06-03,0,1,SWE,BRA,Sweden,Brazil,1.0,1.0,,,,,,,,,Estadio José María Minella,,,,
1978,2216,5.0,Group Matches,Group 3,1978-06-03,0,1,AUT,ESP,Austria,Spain,2.0,1.0,,,AUT,,,,,,Estadio Jose Amalfitani,,,,
1978,2388,8.0,Group Matches,Group 4,1978-06-03,0,1,NED,IRN,Netherlands,IR Iran,3.0,0.0,,,NED,,,,,,Estadio Libertador General San Martín,,,,
1978,2451,7.0,Group Matches,Group 4,1978-06-03,0,1,PER,SCO,Peru,Scotland,3.0,1.0,,,PER,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2197,9.0,Group Matches,Group 1,1978-06-06,0,1,ARG,FRA,Argentina,France,2.0,1.0,,,ARG,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2350,12.0,Group Matches,Group 2,1978-06-06,0,1,FRG,MEX,Germany FR,Mexico,6.0,0.0,,,FRG,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2396,10.0,Group Matches,Group 1,1978-06-06,0,1,ITA,HUN,Italy,Hungary,3.0,1.0,,,ITA,,,,,,Estadio José María Minella,,,,
1978,2454,11.0,Group Matches,Group 2,1978-06-06,0,1,POL,TUN,Poland,Tunisia,1.0,0.0,,,POL,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
1978,2394,16.0,Group Matches,Group 4,1978-06-07,0,1,NED,PER,Netherlands,Peru,0.0,0.0,,,,,,,,,Estadio Libertador General San Martín,,,,
1978,2246,14.0,Group Matches,Group 3,1978-06-07,0,1,BRA,ESP,Brazil,Spain,0.0,0.0,,,,,,,,,Estadio José María Minella,,,,
1978,2224,13.0,Group Matches,Group 3,1978-06-07,0,1,AUT,SWE,Austria,Sweden,1.0,0.0,,,AUT,,,,,,Estadio Jose Amalfitani,,,,
1978,2408,15.0,Group Matches,Group 4,1978-06-07,0,1,SCO,IRN,Scotland,IR Iran,1.0,1.0,,,,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2200,17.0,Group Matches,Group 1,1978-06-10,0,1,ITA,ARG,Italy,Argentina,1.0,0.0,,,ITA,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2431,19.0,Group Matches,Group 2,1978-06-10,0,1,POL,MEX,Poland,Mexico,3.0,1.0,,,POL,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
1978,2344,18.0,Group Matches,Group 1,1978-06-10,0,1,FRA,HUN,France,Hungary,3.0,1.0,,,FRA,,,,,,Estadio José María Minella,,,,
1978,2352,20.0,Group Matches,Group 2,1978-06-10,0,1,FRG,TUN,Germany FR,Tunisia,0.0,0.0,,,,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2215,22.0,Group Matches,Group 3,1978-06-11,0,1,BRA,AUT,Brazil,Austria,1.0,0.0,,,BRA,,,,,,Estadio José María Minella,,,,
1978,2337,21.0,Group Matches,Group 3,1978-06-11,0,1,ESP,SWE,Spain,Sweden,1.0,0.0,,,ESP,,,,,,Estadio Jose Amalfitani,,,,
1978,2395,24.0,Group Matches,Group 4,1978-06-11,0,1,SCO,NED,Scotland,Netherlands,3.0,2.0,,,SCO,,,,,,Estadio Libertador General San Martín,,,,
1978,2405,23.0,Group Matches,Group 4,1978-06-11,0,1,PER,IRN,Peru,IR Iran,4.0,1.0,,,PER,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2202,26.0,Second Round,Group B,1978-06-14,0,1,ARG,POL,Argentina,Poland,2.0,0.0,,,ARG,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
1978,2251,28.0,Second Round,Group B,1978-06-14,0,1,BRA,PER,Brazil,Peru,3.0,0.0,,,BRA,,,,,,Estadio Libertador General San Martín,,,,
1978,2220,27.0,Second Round,Group A,1978-06-14,0,1,NED,AUT,Netherlands,Austria,5.0,1.0,,,NED,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2349,25.0,Second Round,Group A,1978-06-14,0,1,FRG,ITA,Germany FR,Italy,0.0,0.0,,,,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2450,32.0,Second Round,Group B,1978-06-18,0,1,POL,PER,Poland,Peru,1.0,0.0,,,POL,,,,,,Estadio Libertador General San Martín,,,,
1978,2348,31.0,Second Round,Group A,1978-06-18,0,1,FRG,NED,Germany FR,Netherlands,2.0,2.0,,,,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2221,29.0,Second Round,Group A,1978-06-18,0,1,ITA,AUT,Italy,Austria,1.0,0.0,,,ITA,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2196,30.0,Second Round,Group B,1978-06-18,0,1,ARG,BRA,Argentina,Brazil,0.0,0.0,,,,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
1978,2252,36.0,Second Round,Group B,1978-06-21,0,1,BRA,POL,Brazil,Poland,3.0,1.0,,,BRA,,,,,,Estadio Libertador General San Martín,,,,
1978,2391,33.0,Second Round,Group A,1978-06-21,0,1,NED,ITA,Netherlands,Italy,2.0,1.0,,,NED,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2217,35.0,Second Round,Group A,1978-06-21,0,1,AUT,FRG,Austria,Germany FR,3.0,2.0,,,AUT,,,,,,Estadio Mario Alberto Kempes,,,,
1978,2201,34.0,Second Round,Group B,1978-06-21,0,1,ARG,PER,Argentina,Peru,6.0,0.0,,,ARG,,,,,,Arroyito - Estadio Dr. Lisandro de la Torre,,,,
1978,2247,37.0,Match for third place,,1978-06-24,0,1,BRA,ITA,Brazil,Italy,2.0,1.0,,,BRA,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1978,2198,38.0,Final,,1978-06-25,0,3,ARG,NED,Argentina,Netherlands,3.0,1.0,,,ARG,,,,,,El Monumental - Estadio Monumental Antonio Vespucio Liberti,,,,
1982,749,1.0,Group Matches,Group 3,1982-06-13,0,1,ARG,BEL,Argentina,Belgium,0.0,1.0,,,BEL,,,,,,Camp Nou,,,,
1982,995,2.0,Group Matches,Group 1,1982-06-14,0,1,ITA,POL,Italy,Poland,0.0,0.0,,,,,,,,,Estadio Municipal de Balaídos,,,,
1982,791,3.0,Group Matches,Group 6,1982-06-14,0,1,BRA,URS,Brazil,Soviet Union,2.0,1.0,,,BRA,,,,,,Ramon Sanchez Pizjuan,,,,
1982,833,4.0,Group Matches,Group 1,1982-06-15,0,1,PER,CMR,Peru,Cameroon,0.0,0.0,,,,,,,,,Estadio Municipal de Riazor,,,,
1982,896,5.0,Group Matches,Group 3,1982-06-15,0,1,HUN,SLV,Hungary,El Salvador,10.0,1.0,,,HUN,,,,,,Nuevo Estadio,,,,
1982,1051,6.0,Group Matches,Group 6,1982-06-15,0,1,SCO,NZL,Scotland,New Zealand,5.0,2.0,,,SCO,,,,,,Estadio La Rosaleda,,,,
1982,878,8.0,Group Matches,Group 4,1982-06-16,0,1,ENG,FRA,England,France,3.0,1.0,,,ENG,,,,,,San Mames,,,,
1982,741,7.0,Group Matches,Group 2,1982-06-16,0,1,FRG,ALG,Germany FR,Algeria,1.0,2.0,,,ALG,,,,,,El Molinon,,,,
1982,901,9.0,Group Matches,Group 5,1982-06-16,0,1,ESP,HON,Spain,Honduras,1.0,1.0,,,,,,,,,Luis Casanova,,,,
1982,764,10.0,Group Matches,Group 2,1982-06-17,0,1,CHI,AUT,Chile,Austria,0.0,1.0,,,AUT,,,,,,Carlos Tartiere,,,,
1982,1012,11.0,Group Matches,Group 4,1982-06-17,0,1,TCH,KUW,Czechoslovakia,Kuwait,1.0,1.0,,,,,,,,,Jose Zorrilla,,,,
1982,1044,12.0,Group Matches,Group 5,1982-06-17,0,1,YUG,NIR,Yugoslavia,Northern Ireland,0.0,0.0,,,,,,,,,La Romareda,,,,
1982,790,15.0,Group Matches,Group 6,1982-06-18,0,1,BRA,SCO,Brazil,Scotland,4.0,1.0,,,BRA,,,,,,Estadio Benito Villamarin,,,,
1982,994,13.0,Group Matches,Group 1,1982-06-18,0,1,ITA,PER,Italy,Peru,1.0,1.0,,,,,,,,,Estadio Municipal de Balaídos,,,,
1982,752,14.0,Group Matches,Group 3,1982-06-18,0,1,ARG,HUN,Argentina,Hungary,4.0,1.0,,,ARG,,,,,,Estadio José Rico Pérez,,,,
1982,834,16.0,Group Matches,Group 1,1982-06-19,0,1,POL,CMR,Poland,Cameroon,0.0,0.0,,,,,,,,,Estadio Municipal de Riazor,,,,
1982,1054,18.0,Group Matches,Group 6,1982-06-19,0,1,URS,NZL,Soviet Union,New Zealand,3.0,0.0,,,URS,,,,,,Estadio La Rosaleda,,,,
1982,774,17.0,Group Matches,Group 3,1982-06-19,0,1,BEL,SLV,Belgium,El Salvador,1.0,0.0,,,BEL,,,,,,Nuevo Estadio,,,,
1982,813,19.0,Group Matches,Group 2,1982-06-20,0,1,FRG,CHI,Germany FR,Chile,4.0,1.0,,,FRG,,,,,,El Molinon,,,,
1982,889,20.0,Group Matches,Group 4,1982-06-20,0,1,ENG,TCH,England,Czechoslovakia,2.0,0.0,,,ENG,,,,,,San Mames,,,,
1982,903,21.0,Group Matches,Group 5,1982-06-20,0,1,ESP,YUG,Spain,Yugoslavia,2.0,1.0,,,ESP,,,,,,Luis Casanova,,,,
