year,id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1982,959,24.0,Group Matches,Group 5,1982-06-21,0,1,HON,NIR,Honduras,Northern Ireland,1.0,1.0,,,,,,,,,La Romareda,,,,
1982,919,23.0,Group Matches,Group 4,1982-06-21,0,1,FRA,KUW,France,Kuwait,4.0,1.0,,,FRA,,,,,,Jose Zorrilla,,,,
1982,739,22.0,Group Matches,Group 2,1982-06-21,0,1,ALG,AUT,Algeria,Austria,0.0,2.0,,,AUT,,,,,,Carlos Tartiere,,,,
1982,1071,27.0,Group Matches,Group 6,1982-06-22,0,1,URS,SCO,Soviet Union,Scotland,2.0,2.0,,,,,,,,,Estadio La Rosaleda,,,,
1982,779,26.0,Group Matches,Group 3,1982-06-22,0,1,BEL,HUN,Belgium,Hungary,1.0,1.0,,,,,,,,,Nuevo Estadio,,,,
1982,1055,25.0,Group Matches,Group 1,1982-06-22,0,1,POL,PER,Poland,Peru,5.0,1.0,,,POL,,,,,,Estadio Municipal de Riazor,,,,
1982,828,28.0,Group Matches,Group 1,1982-06-23,0,1,ITA,CMR,Italy,Cameroon,1.0,1.0,,,,,,,,,Estadio Municipal de Balaídos,,,,
1982,789,30.0,Group Matches,Group 6,1982-06-23,0,1,BRA,NZL,Brazil,New Zealand,4.0,0.0,,,BRA,,,,,,Estadio Benito Villamarin,,,,
1982,751,29.0,Group Matches,Group 3,1982-06-23,0,1,ARG,SLV,Argentina,El Salvador,2.0,0.0,,,ARG,,,,,,Estadio José Rico Pérez,,,,
1982,922,32.0,Group Matches,Group 4,1982-06-24,0,1,FRA,TCH,France,Czechoslovakia,1.0,1.0,,,,,,,,,Jose Zorrilla,,,,
1982,740,31.0,Group Matches,Group 2,1982-06-24,0,1,ALG,CHI,Algeria,Chile,3.0,2.0,,,ALG,,,,,,Carlos Tartiere,,,,
1982,962,33.0,Group Matches,Group 5,1982-06-24,0,1,HON,YUG,Honduras,Yugoslavia,0.0,1.0,,,YUG,,,,,,La Romareda,,,,
1982,882,35.0,Group Matches,Group 4,1982-06-25,0,1,ENG,KUW,England,Kuwait,1.0,0.0,,,ENG,,,,,,San Mames,,,,
1982,770,34.0,Group Matches,Group 2,1982-06-25,0,1,FRG,AUT,Germany FR,Austria,1.0,0.0,,,FRG,,,,,,El Molinon,,,,
1982,902,36.0,Group Matches,Group 5,1982-06-25,0,1,NIR,ESP,Northern Ireland,Spain,1.0,0.0,,,NIR,,,,,,Luis Casanova,,,,
1982,767,37.0,Second Round,Group D,1982-06-28,0,1,AUT,FRA,Austria,France,0.0,1.0,,,FRA,,,,,,Vicente Calderon,,,,
1982,782,38.0,Second Round,Group A,1982-06-28,0,1,POL,BEL,Poland,Belgium,3.0,0.0,,,POL,,,,,,Camp Nou,,,,
1982,879,40.0,Second Round,Group B,1982-06-29,0,1,FRG,ENG,Germany FR,England,0.0,0.0,,,,,,,,,Santiago Bernabeu,,,,
1982,753,39.0,Second Round,Group C,1982-06-29,0,1,ITA,ARG,Italy,Argentina,2.0,1.0,,,ITA,,,,,,Sarria,,,,
1982,771,41.0,Second Round,Group D,1982-07-01,0,1,AUT,NIR,Austria,Northern Ireland,2.0,2.0,,,,,,,,,Vicente Calderon,,,,
1982,783,42.0,Second Round,Group A,1982-07-01,0,1,BEL,URS,Belgium,Soviet Union,0.0,1.0,,,URS,,,,,,Camp Nou,,,,
1982,750,43.0,Second Round,Group C,1982-07-02,0,1,ARG,BRA,Argentina,Brazil,1.0,3.0,,,BRA,,,,,,Sarria,,,,
1982,900,44.0,Second Round,Group B,1982-07-02,0,1,FRG,ESP,Germany FR,Spain,2.0,1.0,,,FRG,,,,,,Santiago Bernabeu,,,,
1982,920,45.0,Second Round,Group D,1982-07-04,0,1,FRA,NIR,France,Northern Ireland,4.0,1.0,,,FRA,,,,,,Vicente Calderon,,,,
1982,1058,46.0,Second Round,Group A,1982-07-04,0,1,POL,URS,Poland,Soviet Union,0.0,0.0,,,,,,,,,Camp Nou,,,,
1982,788,47.0,Second Round,Group C,1982-07-05,0,1,ITA,BRA,Italy,Brazil,3.0,2.0,,,ITA,,,,,,Sarria,,,,
1982,877,48.0,Second Round,Group B,1982-07-05,0,1,ESP,ENG,Spain,England,0.0,0.0,,,,,,,,,Santiago Bernabeu,,,,
1982,996,49.0,Semi-final,,1982-07-08,0,1,POL,ITA,Poland,Italy,0.0,2.0,,,ITA,,,,,,Camp Nou,,,,
1982,914,50.0,Semi-final,,1982-07-08,0,2,FRG,FRA,Germany FR,France,3.0,3.0,5.0,4.0,FRG,,,,,,Ramon Sanchez Pizjuan,,,,
1982,921,51.0,Match for third place,,1982-07-10,0,1,POL,FRA,Poland,France,3.0,2.0,,,POL,,,,,,Estadio José Rico Pérez,,,,
1982,923,52.0,Final,,1982-07-11,0,1,ITA,FRG,Italy,Germany FR,3.0,1.0,,,ITA,,,,,,Santiago Bernabeu,,,,
1986,459,1.0,Group Matches,Group A,1986-05-31,0,1,BUL,ITA,Bulgaria,Italy,1.0,1.0,,,,,,,,,Estadio Azteca,,,,
1986,439,3.0,Group Matches,Group D,1986-06-01,0,1,ESP,BRA,Spain,Brazil,0.0,1.0,,,BRA,,,,,,Estadio Jalisco,,,,
1986,468,2.0,Group Matches,Group C,1986-06-01,0,1,CAN,FRA,Canada,France,0.0,1.0,,,FRA,,,,,,Nou Camp - Estadio León,,,,
1986,610,5.0,Group Matches,Group C,1986-06-02,0,1,URS,HUN,Soviet Union,Hungary,6.0,0.0,,,URS,,,,,,Estadio Sergio León Chávez,,,,
1986,395,4.0,Group Matches,Group A,1986-06-02,0,1,ARG,KOR,Argentina,Korea Republic,3.0,1.0,,,ARG,,,,,,Estadio Olímpico Universitario,,,,
1986,674,6.0,Group Matches,Group F,1986-06-02,0,1,MAR,POL,Morocco,Poland,0.0,0.0,,,,,,,,,Estadio Universitario,,,,
1986,379,8.0,Group Matches,Group D,1986-06-03,0,1,ALG,NIR,Algeria,Northern Ireland,1.0,1.0,,,,,,,,,Tres de Marzo,,,,
1986,428,7.0,Group Matches,Group B,1986-06-03,0,1,BEL,MEX,Belgium,Mexico,1.0,2.0,,,MEX,,,,,,Estadio Azteca,,,,
1986,538,9.0,Group Matches,Group F,1986-06-03,0,1,POR,ENG,Portugal,England,1.0,0.0,,,POR,,,,,,Tecnologico,,,,
1986,585,11.0,Group Matches,Group E,1986-06-04,0,1,URU,FRG,Uruguay,Germany FR,1.0,1.0,,,,,,,,,Estadio La Corregidora,,,,
1986,517,12.0,Group Matches,Group E,1986-06-04,0,1,SCO,DEN,Scotland,Denmark,0.0,1.0,,,DEN,,,,,,Neza,,,,
1986,628,10.0,Group Matches,Group B,1986-06-04,0,1,PAR,IRQ,Paraguay,Iraq,1.0,0.0,,,PAR,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1986,571,15.0,Group Matches,Group C,1986-06-05,0,1,FRA,URS,France,Soviet Union,1.0,1.0,,,,,,,,,Nou Camp - Estadio León,,,,
1986,394,13.0,Group Matches,Group A,1986-06-05,0,1,ITA,ARG,Italy,Argentina,1.0,1.0,,,,,,,,,Estadio Cuauhtemoc,,,,
1986,460,14.0,Group Matches,Group A,1986-06-05,0,1,KOR,BUL,Korea Republic,Bulgaria,1.0,1.0,,,,,,,,,Estadio Olímpico Universitario,,,,
1986,475,16.0,Group Matches,Group C,1986-06-06,0,1,HUN,CAN,Hungary,Canada,2.0,0.0,,,HUN,,,,,,Estadio Sergio León Chávez,,,,
1986,377,17.0,Group Matches,Group D,1986-06-06,0,1,BRA,ALG,Brazil,Algeria,1.0,0.0,,,BRA,,,,,,Estadio Jalisco,,,,
1986,533,18.0,Group Matches,Group F,1986-06-06,0,1,ENG,MAR,England,Morocco,0.0,0.0,,,,,,,,,Tecnologico,,,,
1986,680,19.0,Group Matches,Group B,1986-06-07,0,1,MEX,PAR,Mexico,Paraguay,1.0,1.0,,,,,,,,,Estadio Azteca,,,,
1986,551,20.0,Group Matches,Group D,1986-06-07,0,1,NIR,ESP,Northern Ireland,Spain,1.0,2.0,,,ESP,,,,,,Tres de Marzo,,,,
1986,701,21.0,Group Matches,Group F,1986-06-07,0,1,POL,POR,Poland,Portugal,1.0,0.0,,,POL,,,,,,Estadio Universitario,,,,
1986,580,23.0,Group Matches,Group E,1986-06-08,0,1,FRG,SCO,Germany FR,Scotland,2.0,1.0,,,FRG,,,,,,Estadio La Corregidora,,,,
1986,427,22.0,Group Matches,Group B,1986-06-08,0,1,IRQ,BEL,Iraq,Belgium,1.0,2.0,,,BEL,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1986,522,24.0,Group Matches,Group E,1986-06-08,0,1,DEN,URU,Denmark,Uruguay,6.0,1.0,,,DEN,,,,,,Neza,,,,
1986,476,26.0,Group Matches,Group C,1986-06-09,0,1,URS,CAN,Soviet Union,Canada,2.0,0.0,,,URS,,,,,,Estadio Sergio León Chávez,,,,
1986,567,25.0,Group Matches,Group C,1986-06-09,0,1,HUN,FRA,Hungary,France,0.0,3.0,,,FRA,,,,,,Nou Camp - Estadio León,,,,
1986,389,28.0,Group Matches,Group A,1986-06-10,0,1,ARG,BUL,Argentina,Bulgaria,2.0,0.0,,,ARG,,,,,,Estadio Olímpico Universitario,,,,
1986,643,27.0,Group Matches,Group A,1986-06-10,0,1,KOR,ITA,Korea Republic,Italy,2.0,3.0,,,ITA,,,,,,Estadio Cuauhtemoc,,,,
1986,627,29.0,Group Matches,Group B,1986-06-11,0,1,IRQ,MEX,Iraq,Mexico,0.0,1.0,,,MEX,,,,,,Estadio Azteca,,,,
1986,429,30.0,Group Matches,Group B,1986-06-11,0,1,PAR,BEL,Paraguay,Belgium,2.0,2.0,,,,,,,,,Bombonera - Estadio Nemesio Diez,,,,
1986,675,31.0,Group Matches,Group F,1986-06-11,0,1,POR,MAR,Portugal,Morocco,1.0,3.0,,,MAR,,,,,,Tres de Marzo,,,,
1986,537,32.0,Group Matches,Group F,1986-06-11,0,1,ENG,POL,England,Poland,3.0,0.0,,,ENG,,,,,,Tecnologico,,,,
1986,378,34.0,Group Matches,Group D,1986-06-12,0,1,ALG,ESP,Algeria,Spain,0.0,3.0,,,ESP,,,,,,Tecnologico,,,,
1986,441,33.0,Group Matches,Group D,1986-06-12,0,1,NIR,BRA,Northern Ireland,Brazil,0.0,3.0,,,BRA,,,,,,Estadio Jalisco,,,,
1986,512,35.0,Group Matches,Group E,1986-06-13,0,1,DEN,FRG,Denmark,Germany FR,2.0,0.0,,,DEN,,,,,,Estadio La Corregidora,,,,
1986,712,36.0,Group Matches,Group E,1986-06-13,0,1,SCO,URU,Scotland,Uruguay,0.0,0.0,,,,,,,,,Neza,,,,
1986,432,38.0,Round of 16,,1986-06-15,0,3,URS,BEL,Soviet Union,Belgium,3.0,4.0,,,BEL,,,,,,Nou Camp - Estadio León,,,,
1986,463,37.0,Round of 16,,1986-06-15,0,1,MEX,BUL,Mexico,Bulgaria,2.0,0.0,,,MEX,,,,,,Estadio Azteca,,,,
1986,398,39.0,Round of 16,,1986-06-16,0,1,ARG,URU,Argentina,Uruguay,1.0,0.0,,,ARG,,,,,,Estadio Cuauhtemoc,,,,
1986,444,40.0,Round of 16,,1986-06-16,0,1,BRA,POL,Brazil,Poland,4.0,0.0,,,BRA,,,,,,Estadio Jalisco,,,,
1986,568,41.0,Round of 16,,1986-06-17,0,1,ITA,FRA,Italy,France,0.0,2.0,,,FRA,,,,,,Estadio Olímpico Universitario,,,,
1986,574,42.0,Round of 16,,1986-06-17,0,1,MAR,FRG,Morocco,Germany FR,0.0,1.0,,,FRG,,,,,,Estadio Universitario,,,,
1986,536,43.0,Round of 16,,1986-06-18,0,1,ENG,PAR,England,Paraguay,3.0,0.0,,,ENG,,,,,,Estadio Azteca,,,,
1986,511,44.0,Round of 16,,1986-06-18,0,1,DEN,ESP,Denmark,Spain,1.0,5.0,,,ESP,,,,,,Estadio La Corregidora,,,,
1986,440,45.0,Quarter-final,,1986-06-21,0,2,BRA,FRA,Brazil,France,1.0,1.0,3.0,4.0,FRA,,,,,,Estadio Jalisco,,,,
1986,575,46.0,Quarter-final,,1986-06-21,0,2,FRG,MEX,Germany FR,Mexico,0.0,0.0,4.0,1.0,FRG,,,,,,Estadio Universitario,,,,
1986,392,48.0,Quarter-final,,1986-06-22,0,1,ARG,ENG,Argentina,England,2.0,1.0,,,ARG,,,,,,Estadio Azteca,,,,
1986,421,47.0,Quarter-final,,1986-06-22,0,2,ESP,BEL,Spain,Belgium,1.0,1.0,4.0,5.0,BEL,,,,,,Estadio Cuauhtemoc,,,,
1986,564,50.0,Semi-final,,1986-06-25,0,1,FRA,FRG,France,Germany FR,0.0,2.0,,,FRG,,,,,,Estadio Jalisco,,,,
1986,388,49.0,Semi-final,,1986-06-25,0,1,ARG,BEL,Argentina,Belgium,2.0,0.0,,,ARG,,,,,,Estadio Azteca,,,,
1986,422,51.0,Match for third place,,1986-06-28,0,3,FRA,BEL,France,Belgium,4.0,2.0,,,FRA,,,,,,Estadio Cuauhtemoc,,,,
1986,393,52.0,Final,,1986-06-29,0,1,ARG,FRG,Argentina,Germany FR,3.0,2.0,,,ARG,,,,,,Estadio Azteca,,,,
1990,26,1.0,Group Matches,Group B,1990-06-08,0,1,ARG,CMR,Argentina,Cameroon,0.0,1.0,,,CMR,,,,,,Stadio Giuseppe Meazza,,,,
1990,119,4.0,Group Matches,Group D,1990-06-09,0,1,UAE,COL,United Arab Emirates,Colombia,0.0,2.0,,,COL,,,,,,Stadio Renato Dall'Ara,,,,
1990,342,2.0,Group Matches,Group B,1990-06-09,0,1,URS,ROU,Soviet Union,Romania,0.0,2.0,,,ROU,,,,,,Stadio San Nicola,,,,
1990,42,3.0,Group Matches,Group A,1990-06-09,0,1,ITA,AUT,Italy,Austria,1.0,0.0,,,ITA,,,,,,Stadio Olimpico,,,,
1990,355,5.0,Group Matches,Group A,1990-06-10,0,1,USA,TCH,USA,Czechoslovakia,1.0,5.0,,,TCH,,,,,,Comunale,,,,
1990,201,7.0,Group Matches,Group D,1990-06-10,0,1,FRG,YUG,Germany FR,Yugoslavia,4.0,1.0,,,FRG,,,,,,Stadio Giuseppe Meazza,,,,
1990,75,6.0,Group Matches,Group C,1990-06-10,0,1,BRA,SWE,Brazil,Sweden,2.0,1.0,,,BRA,,,,,,Allianz Stadium,,,,
1990,127,8.0,Group Matches,Group C,1990-06-11,0,1,CRC,SCO,Costa Rica,Scotland,1.0,0.0,,,CRC,,,,,,Estadio Luigi Ferraris,,,,
1990,161,9.0,Group Matches,Group F,1990-06-11,0,1,ENG,IRL,England,Republic of Ireland,1.0,1.0,,,,,,,,,Sant Elia,,,,
1990,57,10.0,Group Matches,Group E,1990-06-12,0,1,BEL,KOR,Belgium,Korea Republic,2.0,0.0,,,BEL,,,,,,Marc Antonio Bentegodi,,,,
1990,151,11.0,Group Matches,Group F,1990-06-12,0,1,NED,EGY,Netherlands,Egypt,1.0,1.0,,,,,,,,,Della Favorita,,,,
1990,30,13.0,Group Matches,Group B,1990-06-13,0,1,ARG,URS,Argentina,Soviet Union,2.0,0.0,,,ARG,,,,,,Stadio San Paolo,,,,
1990,180,12.0,Group Matches,Group E,1990-06-13,0,1,URU,ESP,Uruguay,Spain,0.0,0.0,,,,,,,,,Stadio Friuli,,,,
1990,120,14.0,Group Matches,Group D,1990-06-14,0,1,YUG,COL,Yugoslavia,Colombia,1.0,0.0,,,YUG,,,,,,Stadio Renato Dall'Ara,,,,
1990,108,16.0,Group Matches,Group B,1990-06-14,0,1,CMR,ROU,Cameroon,Romania,2.0,1.0,,,CMR,,,,,,Stadio San Nicola,,,,
1990,265,15.0,Group Matches,Group A,1990-06-14,0,1,ITA,USA,Italy,USA,1.0,0.0,,,ITA,,,,,,Stadio Olimpico,,,,
1990,43,17.0,Group Matches,Group A,1990-06-15,0,1,AUT,TCH,Austria,Czechoslovakia,0.0,1.0,,,TCH,,,,,,Comunale,,,,
1990,198,18.0,Group Matches,Group D,1990-06-15,0,1,FRG,UAE,Germany FR,United Arab Emirates,5.0,1.0,,,FRG,,,,,,Stadio Giuseppe Meazza,,,,
1990,73,19.0,Group Matches,Group C,1990-06-16,0,1,BRA,CRC,Brazil,Costa Rica,1.0,0.0,,,BRA,,,,,,Allianz Stadium,,,,
1990,348,20.0,Group Matches,Group C,1990-06-16,0,1,SWE,SCO,Sweden,Scotland,1.0,2.0,,,SCO,,,,,,Estadio Luigi Ferraris,,,,
1990,160,21.0,Group Matches,Group F,1990-06-16,0,1,ENG,NED,England,Netherlands,0.0,0.0,,,,,,,,,Sant Elia,,,,
1990,152,22.0,Group Matches,Group F,1990-06-17,0,1,IRL,EGY,Republic of Ireland,Egypt,0.0,0.0,,,,,,,,,Della Favorita,,,,
1990,66,23.0,Group Matches,Group E,1990-06-17,0,1,BEL,URU,Belgium,Uruguay,3.0,1.0,,,BEL,,,,,,Marc Antonio Bentegodi,,,,
1990,175,24.0,Group Matches,Group E,1990-06-17,0,1,KOR,ESP,Korea Republic,Spain,1.0,3.0,,,ESP,,,,,,Stadio Friuli,,,,
1990,29,25.0,Group Matches,Group B,1990-06-18,0,1,ARG,ROU,Argentina,Romania,1.0,1.0,,,,,,,,,Stadio San Paolo,,,,
1990,111,26.0,Group Matches,Group B,1990-06-18,0,1,CMR,URS,Cameroon,Soviet Union,0.0,4.0,,,URS,,,,,,Stadio San Nicola,,,,
1990,114,27.0,Group Matches,Group D,1990-06-19,0,1,FRG,COL,Germany FR,Colombia,1.0,1.0,,,,,,,,,Stadio Giuseppe Meazza,,,,
1990,364,28.0,Group Matches,Group D,1990-06-19,0,1,YUG,UAE,Yugoslavia,United Arab Emirates,4.0,1.0,,,YUG,,,,,,Stadio Renato Dall'Ara,,,,
1990,48,30.0,Group Matches,Group A,1990-06-19,0,1,AUT,USA,Austria,USA,2.0,1.0,,,AUT,,,,,,Comunale,,,,
1990,263,29.0,Group Matches,Group A,1990-06-19,0,1,ITA,TCH,Italy,Czechoslovakia,2.0,0.0,,,ITA,,,,,,Stadio Olimpico,,,,
1990,128,32.0,Group Matches,Group C,1990-06-20,0,1,SWE,CRC,Sweden,Costa Rica,1.0,2.0,,,CRC,,,,,,Estadio Luigi Ferraris,,,,
1990,74,31.0,Group Matches,Group C,1990-06-20,0,1,BRA,SCO,Brazil,Scotland,1.0,0.0,,,BRA,,,,,,Allianz Stadium,,,,
1990,56,33.0,Group Matches,Group E,1990-06-21,0,1,BEL,ESP,Belgium,Spain,1.0,2.0,,,ESP,,,,,,Marc Antonio Bentegodi,,,,
1990,290,34.0,Group Matches,Group E,1990-06-21,0,1,KOR,URU,Korea Republic,Uruguay,0.0,1.0,,,URU,,,,,,Stadio Friuli,,,,
1990,228,36.0,Group Matches,Group F,1990-06-21,0,1,IRL,NED,Republic of Ireland,Netherlands,1.0,1.0,,,,,,,,,Della Favorita,,,,
1990,150,35.0,Group Matches,Group F,1990-06-21,0,1,ENG,EGY,England,Egypt,1.0,0.0,,,ENG,,,,,,Sant Elia,,,,
1990,129,38.0,Round of 16,,1990-06-23,0,1,TCH,CRC,Czechoslovakia,Costa Rica,4.0,1.0,,,TCH,,,,,,Stadio San Nicola,,,,
1990,102,37.0,Round of 16,,1990-06-23,0,3,CMR,COL,Cameroon,Colombia,2.0,1.0,,,CMR,,,,,,Stadio San Paolo,,,,
1990,196,40.0,Round of 16,,1990-06-24,0,1,FRG,NED,Germany FR,Netherlands,2.0,1.0,,,FRG,,,,,,Stadio Giuseppe Meazza,,,,
1990,25,39.0,Round of 16,,1990-06-24,0,1,BRA,ARG,Brazil,Argentina,0.0,1.0,,,ARG,,,,,,Allianz Stadium,,,,
1990,248,41.0,Round of 16,,1990-06-25,0,2,IRL,ROU,Republic of Ireland,Romania,0.0,0.0,5.0,4.0,IRL,,,,,,Estadio Luigi Ferraris,,,,
1990,264,42.0,Round of 16,,1990-06-25,0,1,ITA,URU,Italy,Uruguay,2.0,0.0,,,ITA,,,,,,Stadio Olimpico,,,,
1990,181,43.0,Round of 16,,1990-06-26,0,3,ESP,YUG,Spain,Yugoslavia,1.0,2.0,,,YUG,,,,,,Marc Antonio Bentegodi,,,,
1990,55,44.0,Round of 16,,1990-06-26,0,3,ENG,BEL,England,Belgium,1.0,0.0,,,ENG,,,,,,Stadio Renato Dall'Ara,,,,
1990,31,45.0,Quarter-final,,1990-06-30,0,2,YUG,ARG,Yugoslavia,Argentina,0.0,0.0,2.0,3.0,ARG,,,,,,Comunale,,,,
1990,243,46.0,Quarter-final,,1990-06-30,0,1,ITA,IRL,Italy,Republic of Ireland,1.0,0.0,,,ITA,,,,,,Stadio Olimpico,,,,
1990,197,47.0,Quarter-final,,1990-07-01,0,1,FRG,TCH,Germany FR,Czechoslovakia,1.0,0.0,,,FRG,,,,,,Stadio Giuseppe Meazza,,,,
1990,103,48.0,Quarter-final,,1990-07-01,0,3,ENG,CMR,England,Cameroon,3.0,2.0,,,ENG,,,,,,Stadio San Paolo,,,,
1990,28,49.0,Semi-final,,1990-07-03,0,2,ITA,ARG,Italy,Argentina,1.0,1.0,3.0,4.0,ARG,,,,,,Stadio San Paolo,,,,
1990,159,50.0,Semi-final,,1990-07-04,0,2,FRG,ENG,Germany FR,England,1.0,1.0,4.0,3.0,FRG,,,,,,Allianz Stadium,,,,
1990,162,51.0,Match for third place,,1990-07-07,0,1,ITA,ENG,Italy,England,2.0,1.0,,,ITA,,,,,,Stadio San Nicola,,,,
1990,27,52.0,Final,,1990-07-08,0,1,FRG,ARG,Germany FR,Argentina,1.0,0.0,,,FRG,,,,,,Stadio Olimpico,,,,
1994,3049,1.0,Group Matches,Group C,1994-06-17,0,1,GER,BOL,Germany,Bolivia,1.0,0.0,,,GER,,,,,,Soldier Field,,,,
1994,3050,2.0,Group Matches,Group C,1994-06-18,0,1,ESP,KOR,Spain,Korea Republic,2.0,2.0,,,,,,,,,Cotton Bowl,,,,
1994,3051,3.0,Group Matches,Group A,1994-06-18,0,1,USA,SUI,USA,Switzerland,1.0,1.0,,,,,,,,,Pontiac Silverdome,,,,
1994,3052,4.0,Group Matches,Group E,1994-06-18,0,1,ITA,IRL,Italy,Republic of Ireland,0.0,1.0,,,IRL,,,,,,Giants Stadium,,,,
1994,3053,5.0,Group Matches,Group A,1994-06-19,0,1,COL,ROU,Colombia,Romania,1.0,3.0,,,ROU,,,,,,Rose Bowl,,,,
1994,3054,6.0,Group Matches,Group F,1994-06-19,0,1,BEL,MAR,Belgium,Morocco,1.0,0.0,,,BEL,,,,,,Citrus Bowl,,,,
1994,3055,7.0,Group Matches,Group E,1994-06-19,0,1,NOR,MEX,Norway,Mexico,1.0,0.0,,,NOR,,,,,,RFK Stadium,,,,
1994,3056,8.0,Group Matches,Group B,1994-06-20,0,1,CMR,SWE,Cameroon,Sweden,2.0,2.0,,,,,,,,,Rose Bowl,,,,
1994,3057,9.0,Group Matches,Group B,1994-06-20,0,1,BRA,RUS,Brazil,Russia,2.0,0.0,,,BRA,,,,,,Stanford Stadium,,,,
1994,3058,10.0,Group Matches,Group F,1994-06-20,0,1,NED,KSA,Netherlands,Saudi Arabia,2.0,1.0,,,NED,,,,,,RFK Stadium,,,,
1994,3060,12.0,Group Matches,Group C,1994-06-21,0,1,GER,ESP,Germany,Spain,1.0,1.0,,,,,,,,,Soldier Field,,,,
1994,3059,11.0,Group Matches,Group D,1994-06-21,0,1,ARG,GRE,Argentina,Greece,4.0,0.0,,,ARG,,,,,,Foxboro Stadium,,,,
1994,3061,13.0,Group Matches,Group D,1994-06-22,0,1,NGA,BUL,Nigeria,Bulgaria,3.0,0.0,,,NGA,,,,,,Cotton Bowl,,,,
1994,3062,14.0,Group Matches,Group A,1994-06-22,0,1,ROU,SUI,Romania,Switzerland,1.0,4.0,,,SUI,,,,,,Pontiac Silverdome,,,,
1994,3063,15.0,Group Matches,Group A,1994-06-23,0,1,USA,COL,USA,Colombia,2.0,1.0,,,USA,,,,,,Rose Bowl,,,,
1994,3064,16.0,Group Matches,Group E,1994-06-23,0,1,ITA,NOR,Italy,Norway,1.0,0.0,,,ITA,,,,,,Giants Stadium,,,,
1994,3065,17.0,Group Matches,Group C,1994-06-23,0,1,KOR,BOL,Korea Republic,Bolivia,0.0,0.0,,,,,,,,,Foxboro Stadium,,,,
1994,3066,18.0,Group Matches,Group E,1994-06-24,0,1,MEX,IRL,Mexico,Republic of Ireland,2.0,1.0,,,MEX,,,,,,Citrus Bowl,,,,
1994,3067,19.0,Group Matches,Group B,1994-06-24,0,1,BRA,CMR,Brazil,Cameroon,3.0,0.0,,,BRA,,,,,,Stanford Stadium,,,,
1994,3068,20.0,Group Matches,Group B,1994-06-24,0,1,SWE,RUS,Sweden,Russia,3.0,1.0,,,SWE,,,,,,Pontiac Silverdome,,,,
1994,3071,23.0,Group Matches,Group D,1994-06-25,0,1,ARG,NGA,Argentina,Nigeria,2.0,1.0,,,ARG,,,,,,Foxboro Stadium,,,,
1994,3070,22.0,Group Matches,Group F,1994-06-25,0,1,KSA,MAR,Saudi Arabia,Morocco,2.0,1.0,,,KSA,,,,,,Giants Stadium,,,,
1994,3069,21.0,Group Matches,Group F,1994-06-25,0,1,BEL,NED,Belgium,Netherlands,1.0,0.0,,,BEL,,,,,,Citrus Bowl,,,,
1994,3073,25.0,Group Matches,Group A,1994-06-26,0,1,USA,ROU,USA,Romania,0.0,1.0,,,ROU,,,,,,Rose Bowl,,,,
1994,3074,26.0,Group Matches,Group A,1994-06-26,0,1,SUI,COL,Switzerland,Colombia,0.0,2.0,,,COL,,,,,,Stanford Stadium,,,,
1994,3072,24.0,Group Matches,Group D,1994-06-26,0,1,BUL,GRE,Bulgaria,Greece,4.0,0.0,,,BUL,,,,,,Soldier Field,,,,
1994,3076,28.0,Group Matches,Group C,1994-06-27,0,1,GER,KOR,Germany,Korea Republic,3.0,2.0,,,GER,,,,,,Cotton Bowl,,,,
1994,3075,27.0,Group Matches,Group C,1994-06-27,0,1,BOL,ESP,Bolivia,Spain,1.0,3.0,,,ESP,,,,,,Soldier Field,,,,
1994,3078,30.0,Group Matches,Group E,1994-06-28,0,1,ITA,MEX,Italy,Mexico,1.0,1.0,,,,,,,,,RFK Stadium,,,,
1994,3077,29.0,Group Matches,Group E,1994-06-28,0,1,IRL,NOR,Republic of Ireland,Norway,0.0,0.0,,,,,,,,,Giants Stadium,,,,
1994,3080,32.0,Group Matches,Group B,1994-06-28,0,1,BRA,SWE,Brazil,Sweden,1.0,1.0,,,,,,,,,Pontiac Silverdome,,,,
1994,3079,31.0,Group Matches,Group B,1994-06-28,0,1,RUS,CMR,Russia,Cameroon,6.0,1.0,,,RUS,,,,,,Stanford Stadium,,,,
1994,3082,34.0,Group Matches,Group F,1994-06-29,0,1,BEL,KSA,Belgium,Saudi Arabia,0.0,1.0,,,KSA,,,,,,RFK Stadium,,,,
1994,3081,33.0,Group Matches,Group F,1994-06-29,0,1,MAR,NED,Morocco,Netherlands,1.0,2.0,,,NED,,,,,,Citrus Bowl,,,,
1994,3083,35.0,Group Matches,Group D,1994-06-30,0,1,GRE,NGA,Greece,Nigeria,0.0,2.0,,,NGA,,,,,,Foxboro Stadium,,,,
1994,3084,36.0,Group Matches,Group D,1994-07-01,0,1,ARG,BUL,Argentina,Bulgaria,0.0,2.0,,,BUL,,,,,,Cotton Bowl,,,,
1994,3086,38.0,Round of 16,,1994-07-02,0,1,ESP,SUI,Spain,Switzerland,3.0,0.0,,,ESP,,,,,,RFK Stadium,,,,
