year,id_team,confederation,team_name,short_name,abbreviation,country_code,foundation_year,flag_url
1990,43960,UEFA,Netherlands,Netherlands,NED,NED,,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
1990,43953,UEFA,Republic of Ireland,Republic of Ireland,IRL,IRL,,https://api.fifa.com/api/v3/picture/flags-sq-4/IRL
1990,43964,UEFA,Romania,Romania,ROU,ROU,,https://api.fifa.com/api/v3/picture/flags-sq-4/ROU
1990,43967,UEFA,Scotland,Scotland,SCO,SCO,,https://api.fifa.com/api/v3/picture/flags-sq-4/SCO
1990,44026,UEFA,Soviet Union,Soviet Union,URS,URS,,https://api.fifa.com/api/v3/picture/flags-sq-4/URS
1990,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
1990,43970,UEFA,Sweden,Sweden,SWE,SWE,,https://api.fifa.com/api/v3/picture/flags-sq-4/SWE
1990,43840,AFC,United Arab Emirates,United Arab Emirates,UAE,UAE,,https://api.fifa.com/api/v3/picture/flags-sq-4/UAE
1990,43921,CONCACAF,United States,USA,USA,USA,,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
1990,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
1990,43975,UEFA,Yugoslavia,Yugoslavia,YUG,YUG,,https://api.fifa.com/api/v3/picture/flags-sq-4/YUG
1994,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
1994,43935,UEFA,Belgium,Belgium,BEL,BEL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
1994,43923,CONMEBOL,Bolivia,Bolivia,BOL,BOL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BOL
1994,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
1994,43936,UEFA,Bulgaria,Bulgaria,BUL,BUL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BUL
1994,43849,CAF,Cameroon,Cameroon,CMR,CMR,,https://api.fifa.com/api/v3/picture/flags-sq-4/CMR
1994,43926,CONMEBOL,Colombia,Colombia,COL,COL,,https://api.fifa.com/api/v3/picture/flags-sq-4/COL
1994,43948,UEFA,Germany,Germany,GER,GER,,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
1994,43949,UEFA,Greece,Greece,GRE,GRE,,https://api.fifa.com/api/v3/picture/flags-sq-4/GRE
1994,43954,UEFA,Italy,Italy,ITA,ITA,,https://api.fifa.com/api/v3/picture/flags-sq-4/ITA
1994,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
1994,43911,CONCACAF,Mexico,Mexico,MEX,MEX,,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
1994,43872,CAF,Morocco,Morocco,MAR,MAR,,https://api.fifa.com/api/v3/picture/flags-sq-4/MAR
1994,43960,UEFA,Netherlands,Netherlands,NED,NED,,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
1994,43876,CAF,Nigeria,Nigeria,NGA,NGA,,https://api.fifa.com/api/v3/picture/flags-sq-4/NGA
1994,43961,UEFA,Norway,Norway,NOR,NOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/NOR
1994,43953,UEFA,Republic of Ireland,Republic of Ireland,IRL,IRL,,https://api.fifa.com/api/v3/picture/flags-sq-4/IRL
1994,43964,UEFA,Romania,Romania,ROU,ROU,,https://api.fifa.com/api/v3/picture/flags-sq-4/ROU
1994,43965,UEFA,Russia,Russia,RUS,RUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/RUS
1994,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
1994,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
1994,43970,UEFA,Sweden,Sweden,SWE,SWE,,https://api.fifa.com/api/v3/picture/flags-sq-4/SWE
1994,43971,UEFA,Switzerland,Switzerland,SUI,SUI,,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
1994,43921,CONCACAF,United States,USA,USA,USA,,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
1998,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
1998,43934,UEFA,Austria,Austria,AUT,AUT,,https://api.fifa.com/api/v3/picture/flags-sq-4/AUT
1998,43935,UEFA,Belgium,Belgium,BEL,BEL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
1998,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
1998,43936,UEFA,Bulgaria,Bulgaria,BUL,BUL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BUL
1998,43849,CAF,Cameroon,Cameroon,CMR,CMR,,https://api.fifa.com/api/v3/picture/flags-sq-4/CMR
1998,43925,CONMEBOL,Chile,Chile,CHI,CHI,,https://api.fifa.com/api/v3/picture/flags-sq-4/CHI
1998,43926,CONMEBOL,Colombia,Colombia,COL,COL,,https://api.fifa.com/api/v3/picture/flags-sq-4/COL
1998,43938,UEFA,Croatia,Croatia,CRO,CRO,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
1998,43941,UEFA,Denmark,Denmark,DEN,DEN,,https://api.fifa.com/api/v3/picture/flags-sq-4/DEN
1998,43942,UEFA,England,England,ENG,ENG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
1998,43946,UEFA,France,France,FRA,FRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
1998,43948,UEFA,Germany,Germany,GER,GER,,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
1998,43817,AFC,Iran,IR Iran,IRN,IRN,,https://api.fifa.com/api/v3/picture/flags-sq-4/IRN
1998,43954,UEFA,Italy,Italy,ITA,ITA,,https://api.fifa.com/api/v3/picture/flags-sq-4/ITA
1998,43910,CONCACAF,Jamaica,Jamaica,JAM,JAM,,https://api.fifa.com/api/v3/picture/flags-sq-4/JAM
1998,43819,AFC,Japan,Japan,JPN,JPN,,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
1998,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
1998,43911,CONCACAF,Mexico,Mexico,MEX,MEX,,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
1998,43872,CAF,Morocco,Morocco,MAR,MAR,,https://api.fifa.com/api/v3/picture/flags-sq-4/MAR
1998,43960,UEFA,Netherlands,Netherlands,NED,NED,,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
1998,43876,CAF,Nigeria,Nigeria,NGA,NGA,,https://api.fifa.com/api/v3/picture/flags-sq-4/NGA
1998,43961,UEFA,Norway,Norway,NOR,NOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/NOR
1998,43928,CONMEBOL,Paraguay,Paraguay,PAR,PAR,,https://api.fifa.com/api/v3/picture/flags-sq-4/PAR
1998,43964,UEFA,Romania,Romania,ROU,ROU,,https://api.fifa.com/api/v3/picture/flags-sq-4/ROU
1998,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
1998,43967,UEFA,Scotland,Scotland,SCO,SCO,,https://api.fifa.com/api/v3/picture/flags-sq-4/SCO
1998,43883,CAF,South Africa,South Africa,RSA,RSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/RSA
1998,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
1998,43888,CAF,Tunisia,Tunisia,TUN,TUN,,https://api.fifa.com/api/v3/picture/flags-sq-4/TUN
1998,43921,CONCACAF,United States,USA,USA,USA,,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
1998,43975,UEFA,Yugoslavia,Yugoslavia,YUG,YUG,,https://api.fifa.com/api/v3/picture/flags-sq-4/YUG
2002,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2002,43935,UEFA,Belgium,Belgium,BEL,BEL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
2002,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2002,43849,CAF,Cameroon,Cameroon,CMR,CMR,,https://api.fifa.com/api/v3/picture/flags-sq-4/CMR
2002,43812,AFC,China PR,China PR,CHN,CHN,,https://api.fifa.com/api/v3/picture/flags-sq-4/CHN
2002,43901,CONCACAF,Costa Rica,Costa Rica,CRC,CRC,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRC
2002,43938,UEFA,Croatia,Croatia,CRO,CRO,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
2002,43941,UEFA,Denmark,Denmark,DEN,DEN,,https://api.fifa.com/api/v3/picture/flags-sq-4/DEN
2002,43927,CONMEBOL,Ecuador,Ecuador,ECU,ECU,,https://api.fifa.com/api/v3/picture/flags-sq-4/ECU
2002,43942,UEFA,England,England,ENG,ENG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2002,43946,UEFA,France,France,FRA,FRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2002,43948,UEFA,Germany,Germany,GER,GER,,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2002,43954,UEFA,Italy,Italy,ITA,ITA,,https://api.fifa.com/api/v3/picture/flags-sq-4/ITA
2002,43819,AFC,Japan,Japan,JPN,JPN,,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2002,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2002,43911,CONCACAF,Mexico,Mexico,MEX,MEX,,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2002,43876,CAF,Nigeria,Nigeria,NGA,NGA,,https://api.fifa.com/api/v3/picture/flags-sq-4/NGA
2002,43928,CONMEBOL,Paraguay,Paraguay,PAR,PAR,,https://api.fifa.com/api/v3/picture/flags-sq-4/PAR
2002,43962,UEFA,Poland,Poland,POL,POL,,https://api.fifa.com/api/v3/picture/flags-sq-4/POL
2002,43963,UEFA,Portugal,Portugal,POR,POR,,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2002,43953,UEFA,Republic of Ireland,Republic of Ireland,IRL,IRL,,https://api.fifa.com/api/v3/picture/flags-sq-4/IRL
2002,43965,UEFA,Russia,Russia,RUS,RUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/RUS
2002,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
2002,43879,CAF,Senegal,Senegal,SEN,SEN,,https://api.fifa.com/api/v3/picture/flags-sq-4/SEN
2002,43968,UEFA,Slovenia,Slovenia,SVN,SVN,,https://api.fifa.com/api/v3/picture/flags-sq-4/SVN
2002,43883,CAF,South Africa,South Africa,RSA,RSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/RSA
2002,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2002,43970,UEFA,Sweden,Sweden,SWE,SWE,,https://api.fifa.com/api/v3/picture/flags-sq-4/SWE
2002,43888,CAF,Tunisia,Tunisia,TUN,TUN,,https://api.fifa.com/api/v3/picture/flags-sq-4/TUN
2002,43972,UEFA,Turkey,Türkiye,TUR,TUR,,https://api.fifa.com/api/v3/picture/flags-sq-4/TUR
2002,43921,CONCACAF,United States,USA,USA,USA,,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
2002,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
2006,43844,CAF,Angola,Angola,ANG,ANG,1979.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ANG
2006,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,1893.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2006,43976,AFC,Australia,Australia,AUS,AUS,1961.0,https://api.fifa.com/api/v3/picture/flags-sq-4/AUS
2006,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,1914.0,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2006,43901,CONCACAF,Costa Rica,Costa Rica,CRC,CRC,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CRC
2006,43938,UEFA,Croatia,Croatia,CRO,CRO,1912.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
2006,43995,UEFA,Czechia,Czechia,CZE,CZE,1901.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CZE
2006,43854,CAF,Côte d'Ivoire,Côte d'Ivoire,CIV,CIV,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/CIV
2006,43927,CONMEBOL,Ecuador,Ecuador,ECU,ECU,1925.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ECU
2006,43942,UEFA,England,England,ENG,ENG,1863.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2006,43946,UEFA,France,France,FRA,FRA,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2006,43948,UEFA,Germany,Germany,GER,GER,1900.0,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2006,43860,CAF,Ghana,Ghana,GHA,GHA,1957.0,https://api.fifa.com/api/v3/picture/flags-sq-4/GHA
2006,43817,AFC,IR Iran,IR Iran,IRN,IRN,1920.0,https://api.fifa.com/api/v3/picture/flags-sq-4/IRN
2006,43954,UEFA,Italy,Italy,ITA,ITA,1898.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ITA
2006,43819,AFC,Japan,Japan,JPN,JPN,1921.0,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2006,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,1933.0,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2006,43911,CONCACAF,Mexico,Mexico,MEX,MEX,1927.0,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2006,43960,UEFA,Netherlands,Netherlands,NED,NED,1889.0,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
2006,43928,CONMEBOL,Paraguay,Paraguay,PAR,PAR,1906.0,https://api.fifa.com/api/v3/picture/flags-sq-4/PAR
2006,43962,UEFA,Poland,Poland,POL,POL,1919.0,https://api.fifa.com/api/v3/picture/flags-sq-4/POL
2006,43963,UEFA,Portugal,Portugal,POR,POR,1914.0,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2006,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,1956.0,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
2006,1890244,UEFA,Serbia and Montenegro,Serbia and Montenegro,SCG,SCG,,https://api.fifa.com/api/v3/picture/flags-sq-4/SCG
2006,43969,UEFA,Spain,Spain,ESP,ESP,1913.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2006,43970,UEFA,Sweden,Sweden,SWE,SWE,1904.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SWE
2006,43971,UEFA,Switzerland,Switzerland,SUI,SUI,1895.0,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
2006,43887,CAF,Togo,Togo,TOG,TOG,1960.0,https://api.fifa.com/api/v3/picture/flags-sq-4/TOG
2006,43920,CONCACAF,Trinidad and Tobago,Trinidad and Tobago,TRI,TRI,1908.0,https://api.fifa.com/api/v3/picture/flags-sq-4/TRI
2006,43888,CAF,Tunisia,Tunisia,TUN,TUN,1957.0,https://api.fifa.com/api/v3/picture/flags-sq-4/TUN
2006,43921,CONCACAF,USA,USA,USA,USA,1913.0,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
2006,43973,UEFA,Ukraine,Ukraine,UKR,UKR,1991.0,https://api.fifa.com/api/v3/picture/flags-sq-4/UKR
2010,43843,CAF,Algeria,Algeria,ALG,ALG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ALG
2010,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2010,43976,AFC,Australia,Australia,AUS,AUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/AUS
2010,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2010,43849,CAF,Cameroon,Cameroon,CMR,CMR,,https://api.fifa.com/api/v3/picture/flags-sq-4/CMR
2010,43925,CONMEBOL,Chile,Chile,CHI,CHI,,https://api.fifa.com/api/v3/picture/flags-sq-4/CHI
2010,43854,CAF,Côte d'Ivoire,Côte d'Ivoire,CIV,CIV,,https://api.fifa.com/api/v3/picture/flags-sq-4/CIV
2010,43941,UEFA,Denmark,Denmark,DEN,DEN,,https://api.fifa.com/api/v3/picture/flags-sq-4/DEN
2010,43942,UEFA,England,England,ENG,ENG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2010,43946,UEFA,France,France,FRA,FRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2010,43948,UEFA,Germany,Germany,GER,GER,,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2010,43860,CAF,Ghana,Ghana,GHA,GHA,,https://api.fifa.com/api/v3/picture/flags-sq-4/GHA
2010,43949,UEFA,Greece,Greece,GRE,GRE,,https://api.fifa.com/api/v3/picture/flags-sq-4/GRE
2010,43909,CONCACAF,Honduras,Honduras,HON,HON,,https://api.fifa.com/api/v3/picture/flags-sq-4/HON
2010,43954,UEFA,Italy,Italy,ITA,ITA,,https://api.fifa.com/api/v3/picture/flags-sq-4/ITA
2010,43819,AFC,Japan,Japan,JPN,JPN,,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2010,43821,AFC,Korea DPR,Korea DPR,PRK,PRK,,https://api.fifa.com/api/v3/picture/flags-sq-4/PRK
2010,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2010,43911,CONCACAF,Mexico,Mexico,MEX,MEX,,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2010,43960,UEFA,Netherlands,Netherlands,NED,NED,,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
2010,43978,OFC,New Zealand,New Zealand,NZL,NZL,,https://api.fifa.com/api/v3/picture/flags-sq-4/NZL
2010,43876,CAF,Nigeria,Nigeria,NGA,NGA,,https://api.fifa.com/api/v3/picture/flags-sq-4/NGA
2010,43928,CONMEBOL,Paraguay,Paraguay,PAR,PAR,,https://api.fifa.com/api/v3/picture/flags-sq-4/PAR
2010,43963,UEFA,Portugal,Portugal,POR,POR,,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2010,1902465,UEFA,Serbia,Serbia,SRB,SRB,,https://api.fifa.com/api/v3/picture/flags-sq-4/SRB
2010,44002,UEFA,Slovakia,Slovakia,SVK,SVK,,https://api.fifa.com/api/v3/picture/flags-sq-4/SVK
2010,43968,UEFA,Slovenia,Slovenia,SVN,SVN,,https://api.fifa.com/api/v3/picture/flags-sq-4/SVN
2010,43883,CAF,South Africa,South Africa,RSA,RSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/RSA
2010,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2010,43971,UEFA,Switzerland,Switzerland,SUI,SUI,,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
2010,43921,CONCACAF,United States,USA,USA,USA,,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
2010,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
2014,43843,CAF,Algeria,Algeria,ALG,ALG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ALG
2014,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2014,43976,AFC,Australia,Australia,AUS,AUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/AUS
2014,43935,UEFA,Belgium,Belgium,BEL,BEL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
2014,44037,UEFA,Bosnia-Herzegovina,Bosnia and Herzegovina,BIH,BIH,,https://api.fifa.com/api/v3/picture/flags-sq-4/BIH
2014,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2014,43849,CAF,Cameroon,Cameroon,CMR,CMR,,https://api.fifa.com/api/v3/picture/flags-sq-4/CMR
2014,43925,CONMEBOL,Chile,Chile,CHI,CHI,,https://api.fifa.com/api/v3/picture/flags-sq-4/CHI
2014,43926,CONMEBOL,Colombia,Colombia,COL,COL,,https://api.fifa.com/api/v3/picture/flags-sq-4/COL
2014,43901,CONCACAF,Costa Rica,Costa Rica,CRC,CRC,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRC
2014,43938,UEFA,Croatia,Croatia,CRO,CRO,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
2014,43854,CAF,Côte d'Ivoire,Côte d'Ivoire,CIV,CIV,,https://api.fifa.com/api/v3/picture/flags-sq-4/CIV
2014,43927,CONMEBOL,Ecuador,Ecuador,ECU,ECU,,https://api.fifa.com/api/v3/picture/flags-sq-4/ECU
2014,43942,UEFA,England,England,ENG,ENG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2014,43946,UEFA,France,France,FRA,FRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2014,43948,UEFA,Germany,Germany,GER,GER,,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2014,43860,CAF,Ghana,Ghana,GHA,GHA,,https://api.fifa.com/api/v3/picture/flags-sq-4/GHA
2014,43949,UEFA,Greece,Greece,GRE,GRE,,https://api.fifa.com/api/v3/picture/flags-sq-4/GRE
2014,43909,CONCACAF,Honduras,Honduras,HON,HON,,https://api.fifa.com/api/v3/picture/flags-sq-4/HON
2014,43817,AFC,Iran,IR Iran,IRN,IRN,,https://api.fifa.com/api/v3/picture/flags-sq-4/IRN
2014,43954,UEFA,Italy,Italy,ITA,ITA,,https://api.fifa.com/api/v3/picture/flags-sq-4/ITA
2014,43819,AFC,Japan,Japan,JPN,JPN,,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2014,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2014,43911,CONCACAF,Mexico,Mexico,MEX,MEX,,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2014,43960,UEFA,Netherlands,Netherlands,NED,NED,,https://api.fifa.com/api/v3/picture/flags-sq-4/NED
2014,43876,CAF,Nigeria,Nigeria,NGA,NGA,,https://api.fifa.com/api/v3/picture/flags-sq-4/NGA
2014,43963,UEFA,Portugal,Portugal,POR,POR,,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2014,43965,UEFA,Russia,Russia,RUS,RUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/RUS
2014,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2014,43971,UEFA,Switzerland,Switzerland,SUI,SUI,,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
2014,43921,CONCACAF,United States,USA,USA,USA,,https://api.fifa.com/api/v3/picture/flags-sq-4/USA
2014,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
2018,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2018,43976,AFC,Australia,Australia,AUS,AUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/AUS
2018,43935,UEFA,Belgium,Belgium,BEL,BEL,,https://api.fifa.com/api/v3/picture/flags-sq-4/BEL
2018,43924,CONMEBOL,Brazil,Brazil,BRA,BRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/BRA
2018,43926,CONMEBOL,Colombia,Colombia,COL,COL,,https://api.fifa.com/api/v3/picture/flags-sq-4/COL
2018,43901,CONCACAF,Costa Rica,Costa Rica,CRC,CRC,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRC
2018,43938,UEFA,Croatia,Croatia,CRO,CRO,,https://api.fifa.com/api/v3/picture/flags-sq-4/CRO
2018,43941,UEFA,Denmark,Denmark,DEN,DEN,,https://api.fifa.com/api/v3/picture/flags-sq-4/DEN
2018,43855,CAF,Egypt,Egypt,EGY,EGY,,https://api.fifa.com/api/v3/picture/flags-sq-4/EGY
2018,43942,UEFA,England,England,ENG,ENG,,https://api.fifa.com/api/v3/picture/flags-sq-4/ENG
2018,43946,UEFA,France,France,FRA,FRA,,https://api.fifa.com/api/v3/picture/flags-sq-4/FRA
2018,43948,UEFA,Germany,Germany,GER,GER,,https://api.fifa.com/api/v3/picture/flags-sq-4/GER
2018,43951,UEFA,Iceland,Iceland,ISL,ISL,,https://api.fifa.com/api/v3/picture/flags-sq-4/ISL
2018,43817,AFC,Iran,IR Iran,IRN,IRN,,https://api.fifa.com/api/v3/picture/flags-sq-4/IRN
2018,43819,AFC,Japan,Japan,JPN,JPN,,https://api.fifa.com/api/v3/picture/flags-sq-4/JPN
2018,43822,AFC,Korea Republic,Korea Republic,KOR,KOR,,https://api.fifa.com/api/v3/picture/flags-sq-4/KOR
2018,43911,CONCACAF,Mexico,Mexico,MEX,MEX,,https://api.fifa.com/api/v3/picture/flags-sq-4/MEX
2018,43872,CAF,Morocco,Morocco,MAR,MAR,,https://api.fifa.com/api/v3/picture/flags-sq-4/MAR
2018,43876,CAF,Nigeria,Nigeria,NGA,NGA,,https://api.fifa.com/api/v3/picture/flags-sq-4/NGA
2018,43914,CONCACAF,Panama,Panama,PAN,PAN,,https://api.fifa.com/api/v3/picture/flags-sq-4/PAN
2018,43929,CONMEBOL,Peru,Peru,PER,PER,,https://api.fifa.com/api/v3/picture/flags-sq-4/PER
2018,43962,UEFA,Poland,Poland,POL,POL,,https://api.fifa.com/api/v3/picture/flags-sq-4/POL
2018,43963,UEFA,Portugal,Portugal,POR,POR,,https://api.fifa.com/api/v3/picture/flags-sq-4/POR
2018,43965,UEFA,Russia,Russia,RUS,RUS,,https://api.fifa.com/api/v3/picture/flags-sq-4/RUS
2018,43835,AFC,Saudi Arabia,Saudi Arabia,KSA,KSA,,https://api.fifa.com/api/v3/picture/flags-sq-4/KSA
2018,43879,CAF,Senegal,Senegal,SEN,SEN,,https://api.fifa.com/api/v3/picture/flags-sq-4/SEN
2018,1902465,UEFA,Serbia,Serbia,SRB,SRB,,https://api.fifa.com/api/v3/picture/flags-sq-4/SRB
2018,43969,UEFA,Spain,Spain,ESP,ESP,,https://api.fifa.com/api/v3/picture/flags-sq-4/ESP
2018,43970,UEFA,Sweden,Sweden,SWE,SWE,,https://api.fifa.com/api/v3/picture/flags-sq-4/SWE
2018,43971,UEFA,Switzerland,Switzerland,SUI,SUI,,https://api.fifa.com/api/v3/picture/flags-sq-4/SUI
2018,43888,CAF,Tunisia,Tunisia,TUN,TUN,,https://api.fifa.com/api/v3/picture/flags-sq-4/TUN
2018,43930,CONMEBOL,Uruguay,Uruguay,URU,URU,,https://api.fifa.com/api/v3/picture/flags-sq-4/URU
2022,43922,CONMEBOL,Argentina,Argentina,ARG,ARG,1893.0,https://api.fifa.com/api/v3/picture/flags-sq-4/ARG
2022,43976,AFC,Australia,Australia,AUS,AUS,1961.0,https://api.fifa.com/api/v3/picture/flags-sq-4/AUS
