id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1415,1,Group Matches,Group 3,1958-06-08,0,1,SWE,MEX,Sweden,Mexico,3,0,,,SWE,,,,,,Rasunda Stadium,,,,
1386,3,Group Matches,Group 2,1958-06-08,0,1,FRA,PAR,France,Paraguay,7,3,,,FRA,,,,,,Idrottsparken,,,,
1323,7,Group Matches,Group 1,1958-06-08,0,1,ARG,FRG,Argentina,Germany FR,1,3,,,FRG,,,,,,Malmo Stadion,,,,
1372,5,Group Matches,Group 4,1958-06-08,0,1,URS,ENG,Soviet Union,England,2,2,,,,,,,,,Nya Ullevi,,,,
1407,2,Group Matches,Group 3,1958-06-08,0,1,HUN,WAL,Hungary,Wales,1,1,,,,,,,,,Jarnvallen,,,,
1421,8,Group Matches,Group 1,1958-06-08,0,1,NIR,TCH,Northern Ireland,Czechoslovakia,1,0,,,NIR,,,,,,Orjans Vall,,,,
1434,4,Group Matches,Group 2,1958-06-08,0,1,YUG,SCO,Yugoslavia,Scotland,1,1,,,,,,,,,Arosvallen,,,,
1326,6,Group Matches,Group 4,1958-06-08,0,1,BRA,AUT,Brazil,Austria,3,0,,,BRA,,,,,,Rimnersvallen,,,,
1418,9,Group Matches,Group 3,1958-06-11,0,1,MEX,WAL,Mexico,Wales,1,1,,,,,,,,,Rasunda Stadium,,,,
1423,10,Group Matches,Group 2,1958-06-11,0,1,PAR,SCO,Paraguay,Scotland,3,2,,,PAR,,,,,,Idrottsparken,,,,
1324,15,Group Matches,Group 1,1958-06-11,0,1,ARG,NIR,Argentina,Northern Ireland,3,1,,,ARG,,,,,,Orjans Vall,,,,
1332,13,Group Matches,Group 4,1958-06-11,0,1,URS,AUT,Soviet Union,Austria,2,0,,,URS,,,,,,Ryavallen,,,,
1339,12,Group Matches,Group 4,1958-06-11,0,1,BRA,ENG,Brazil,England,0,0,,,,,,,,,Nya Ullevi,,,,
1388,11,Group Matches,Group 2,1958-06-11,0,1,YUG,FRA,Yugoslavia,France,3,2,,,YUG,,,,,,Arosvallen,,,,
1391,14,Group Matches,Group 1,1958-06-11,0,1,FRG,TCH,Germany FR,Czechoslovakia,2,2,,,,,,,,,Olympia Stadium,,,,
1406,16,Group Matches,Group 3,1958-06-12,0,1,SWE,HUN,Sweden,Hungary,2,1,,,SWE,,,,,,Rasunda Stadium,,,,
1403,18,Group Matches,Group 3,1958-06-15,0,1,HUN,MEX,Hungary,Mexico,4,0,,,HUN,,,,,,Jarnvallen,,,,
1327,22,Group Matches,Group 4,1958-06-15,0,1,ENG,AUT,England,Austria,2,2,,,,,,,,,Ryavallen,,,,
1344,21,Group Matches,Group 4,1958-06-15,0,1,BRA,URS,Brazil,Soviet Union,2,0,,,BRA,,,,,,Nya Ullevi,,,,
1389,23,Group Matches,Group 1,1958-06-15,0,1,FRG,NIR,Germany FR,Northern Ireland,2,2,,,,,,,,,Malmo Stadion,,,,
1426,19,Group Matches,Group 2,1958-06-15,0,1,PAR,YUG,Paraguay,Yugoslavia,3,3,,,,,,,,,Tunavallen,,,,
1325,24,Group Matches,Group 1,1958-06-15,0,1,TCH,ARG,Czechoslovakia,Argentina,6,1,,,TCH,,,,,,Olympia Stadium,,,,
1438,17,Group Matches,Group 3,1958-06-15,0,1,SWE,WAL,Sweden,Wales,0,0,,,,,,,,,Rasunda Stadium,,,,
1387,20,Group Matches,Group 2,1958-06-15,0,1,FRA,SCO,France,Scotland,2,1,,,FRA,,,,,,Eyravallen,,,,
1408,33,Group Matches,Group 3,1958-06-17,0,1,WAL,HUN,Wales,Hungary,2,1,,,WAL,,,,,,Rasunda Stadium,,,,
1373,37,Group Matches,Group 4,1958-06-17,0,1,URS,ENG,Soviet Union,England,1,0,,,URS,,,,,,Nya Ullevi,,,,
1422,39,Group Matches,Group 1,1958-06-17,0,3,NIR,TCH,Northern Ireland,Czechoslovakia,2,1,,,NIR,,,,,,Malmo Stadion,,,,
1392,28,Quarter-final,,1958-06-19,0,1,FRG,YUG,Germany FR,Yugoslavia,1,0,,,FRG,,,,,,Malmo Stadion,,,,
1437,25,Quarter-final,,1958-06-19,0,1,SWE,URS,Sweden,Soviet Union,2,0,,,SWE,,,,,,Rasunda Stadium,,,,
1345,27,Quarter-final,,1958-06-19,0,1,BRA,WAL,Brazil,Wales,1,0,,,BRA,,,,,,Nya Ullevi,,,,
1385,26,Quarter-final,,1958-06-19,0,1,FRA,NIR,France,Northern Ireland,4,0,,,FRA,,,,,,Idrottsparken,,,,
1340,29,Semi-final,,1958-06-24,0,1,BRA,FRA,Brazil,France,5,2,,,BRA,,,,,,Rasunda Stadium,,,,
1390,30,Semi-final,,1958-06-24,0,1,SWE,FRG,Sweden,Germany FR,3,1,,,SWE,,,,,,Nya Ullevi,,,,
1382,31,Match for third place,,1958-06-28,0,1,FRA,FRG,France,Germany FR,6,3,,,FRA,,,,,,Nya Ullevi,,,,
1343,32,Final,,1958-06-29,0,1,BRA,SWE,Brazil,Sweden,5,2,,,BRA,,,,,,Rasunda Stadium,,,,
