id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
459,1,Group Matches,Group A,BUL,ITA,1986-05-31,17:00,1986-05-31,12:00
439,3,Group Matches,Group D,ESP,BRA,1986-06-01,17:00,1986-06-01,12:00
468,2,Group Matches,Group C,CAN,FRA,1986-06-01,21:00,1986-06-01,16:00
610,5,Group Matches,Group C,URS,HUN,1986-06-02,17:00,1986-06-02,12:00
395,4,Group Matches,Group A,ARG,KOR,1986-06-02,17:00,1986-06-02,12:00
674,6,Group Matches,Group F,MAR,POL,1986-06-02,21:00,1986-06-02,16:00
379,8,Group Matches,Group D,ALG,NIR,1986-06-03,17:00,1986-06-03,12:00
428,7,Group Matches,Group B,BEL,MEX,1986-06-03,17:00,1986-06-03,12:00
538,9,Group Matches,Group F,POR,ENG,1986-06-03,21:00,1986-06-03,16:00
585,11,Group Matches,Group E,URU,FRG,1986-06-04,17:00,1986-06-04,12:00
517,12,Group Matches,Group E,SCO,DEN,1986-06-04,21:00,1986-06-04,16:00
628,10,Group Matches,Group B,PAR,IRQ,1986-06-04,17:00,1986-06-04,12:00
571,15,Group Matches,Group C,FRA,URS,1986-06-05,17:00,1986-06-05,12:00
394,13,Group Matches,Group A,ITA,ARG,1986-06-05,17:00,1986-06-05,12:00
460,14,Group Matches,Group A,KOR,BUL,1986-06-05,21:00,1986-06-05,16:00
475,16,Group Matches,Group C,HUN,CAN,1986-06-06,17:00,1986-06-06,12:00
377,17,Group Matches,Group D,BRA,ALG,1986-06-06,17:00,1986-06-06,12:00
533,18,Group Matches,Group F,ENG,MAR,1986-06-06,21:00,1986-06-06,16:00
680,19,Group Matches,Group B,MEX,PAR,1986-06-07,17:00,1986-06-07,12:00
551,20,Group Matches,Group D,NIR,ESP,1986-06-07,17:00,1986-06-07,12:00
701,21,Group Matches,Group F,POL,POR,1986-06-07,21:00,1986-06-07,16:00
580,23,Group Matches,Group E,FRG,SCO,1986-06-08,17:00,1986-06-08,12:00
427,22,Group Matches,Group B,IRQ,BEL,1986-06-08,17:00,1986-06-08,12:00
522,24,Group Matches,Group E,DEN,URU,1986-06-08,21:00,1986-06-08,16:00
476,26,Group Matches,Group C,URS,CAN,1986-06-09,17:00,1986-06-09,12:00
567,25,Group Matches,Group C,HUN,FRA,1986-06-09,17:00,1986-06-09,12:00
389,28,Group Matches,Group A,ARG,BUL,1986-06-10,17:00,1986-06-10,12:00
643,27,Group Matches,Group A,KOR,ITA,1986-06-10,17:00,1986-06-10,12:00
627,29,Group Matches,Group B,IRQ,MEX,1986-06-11,17:00,1986-06-11,12:00
429,30,Group Matches,Group B,PAR,BEL,1986-06-11,17:00,1986-06-11,12:00
675,31,Group Matches,Group F,POR,MAR,1986-06-11,21:00,1986-06-11,16:00
537,32,Group Matches,Group F,ENG,POL,1986-06-11,21:00,1986-06-11,16:00
378,34,Group Matches,Group D,ALG,ESP,1986-06-12,17:00,1986-06-12,12:00
441,33,Group Matches,Group D,NIR,BRA,1986-06-12,17:00,1986-06-12,12:00
512,35,Group Matches,Group E,DEN,FRG,1986-06-13,17:00,1986-06-13,12:00
712,36,Group Matches,Group E,SCO,URU,1986-06-13,17:00,1986-06-13,12:00
432,38,Round of 16,,URS,BEL,1986-06-15,21:00,1986-06-15,16:00
463,37,Round of 16,,MEX,BUL,1986-06-15,17:00,1986-06-15,12:00
398,39,Round of 16,,ARG,URU,1986-06-16,21:00,1986-06-16,16:00
444,40,Round of 16,,BRA,POL,1986-06-16,17:00,1986-06-16,12:00
568,41,Round of 16,,ITA,FRA,1986-06-17,17:00,1986-06-17,12:00
574,42,Round of 16,,MAR,FRG,1986-06-17,21:00,1986-06-17,16:00
536,43,Round of 16,,ENG,PAR,1986-06-18,17:00,1986-06-18,12:00
511,44,Round of 16,,DEN,ESP,1986-06-18,21:00,1986-06-18,16:00
440,45,Quarter-final,,BRA,FRA,1986-06-21,17:00,1986-06-21,12:00
575,46,Quarter-final,,FRG,MEX,1986-06-21,21:00,1986-06-21,16:00
392,48,Quarter-final,,ARG,ENG,1986-06-22,17:00,1986-06-22,12:00
421,47,Quarter-final,,ESP,BEL,1986-06-22,21:00,1986-06-22,16:00
564,50,Semi-final,,FRA,FRG,1986-06-25,17:00,1986-06-25,12:00
388,49,Semi-final,,ARG,BEL,1986-06-25,21:00,1986-06-25,16:00
422,51,Match for third place,,FRA,BEL,1986-06-28,17:00,1986-06-28,12:00
393,52,Final,,ARG,FRG,1986-06-29,17:00,1986-06-29,12:00
