id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1141,8,Preliminary Round,,TCH,ROU,1934-05-27,14:30,1934-05-27,16:30
1108,3,Preliminary Round,,GER,BEL,1934-05-27,14:30,1934-05-27,16:30
1104,2,Preliminary Round,,AUT,FRA,1934-05-27,14:30,1934-05-27,16:30
1133,6,Preliminary Round,,SUI,NED,1934-05-27,14:30,1934-05-27,16:30
1111,4,Preliminary Round,,ESP,BRA,1934-05-27,14:30,1934-05-27,16:30
1102,1,Preliminary Round,,SWE,ARG,1934-05-27,14:30,1934-05-27,16:30
1135,7,Preliminary Round,,ITA,USA,1934-05-27,14:30,1934-05-27,16:30
1119,5,Preliminary Round,,HUN,EGY,1934-05-27,14:30,1934-05-27,16:30
1143,9,Quarter-final,,TCH,SUI,1934-05-31,14:30,1934-05-31,16:30
1129,10,Quarter-final,,GER,SWE,1934-05-31,14:30,1934-05-31,16:30
1106,12,Quarter-final,,AUT,HUN,1934-05-31,14:30,1934-05-31,16:30
1122,11,Quarter-final,,ITA,ESP,1934-05-31,14:30,1934-05-31,16:30
1123,13,Quarter-final,,ITA,ESP,1934-06-01,14:30,1934-06-01,16:30
1107,14,Semi-final,,ITA,AUT,1934-06-03,14:30,1934-06-03,16:30
1130,15,Semi-final,,TCH,GER,1934-06-03,14:30,1934-06-03,16:30
1105,16,Match for third place,,GER,AUT,1934-06-07,16:00,1934-06-07,18:00
1134,17,Final,,ITA,TCH,1934-06-10,15:30,1934-06-10,17:30
