id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
1141,8,Preliminary Round,,1934-05-27,0,1,TCH,ROU,Czechoslovakia,Romania,2,1,,,TCH,,,,,,Littorio,,,,
1108,3,Preliminary Round,,1934-05-27,0,1,GER,BEL,Germany,Belgium,5,2,,,GER,,,,,,Giovanni Berta,,,,
1104,2,Preliminary Round,,1934-05-27,0,3,AUT,FRA,Austria,France,3,2,,,AUT,,,,,,Stadio Olimpico,,,,
1133,6,Preliminary Round,,1934-05-27,0,1,SUI,NED,Switzerland,Netherlands,3,2,,,SUI,,,,,,Stadio Giuseppe Meazza,,,,
1111,4,Preliminary Round,,1934-05-27,0,1,ESP,BRA,Spain,Brazil,3,1,,,ESP,,,,,,Estadio Luigi Ferraris,,,,
1102,1,Preliminary Round,,1934-05-27,0,1,SWE,ARG,Sweden,Argentina,3,2,,,SWE,,,,,,Littorale,,,,
1135,7,Preliminary Round,,1934-05-27,0,1,ITA,USA,Italy,USA,7,1,,,ITA,,,,,,Nazionale PNF,,,,
1119,5,Preliminary Round,,1934-05-27,0,1,HUN,EGY,Hungary,Egypt,4,2,,,HUN,,,,,,Giorgio Ascarelli,,,,
1143,9,Quarter-final,,1934-05-31,0,1,TCH,SUI,Czechoslovakia,Switzerland,3,2,,,TCH,,,,,,Stadio Olimpico,,,,
1129,10,Quarter-final,,1934-05-31,0,1,GER,SWE,Germany,Sweden,2,1,,,GER,,,,,,Stadio Giuseppe Meazza,,,,
1106,12,Quarter-final,,1934-05-31,0,1,AUT,HUN,Austria,Hungary,2,1,,,AUT,,,,,,Littorale,,,,
1122,11,Quarter-final,,1934-05-31,0,3,ITA,ESP,Italy,Spain,1,1,,,,,,,,,Giovanni Berta,,,,
1123,13,Quarter-final,,1934-06-01,0,1,ITA,ESP,Italy,Spain,1,0,,,ITA,,,,,,Giovanni Berta,,,,
1107,14,Semi-final,,1934-06-03,0,1,ITA,AUT,Italy,Austria,1,0,,,ITA,,,,,,Stadio Giuseppe Meazza,,,,
1130,15,Semi-final,,1934-06-03,0,1,TCH,GER,Czechoslovakia,Germany,3,1,,,TCH,,,,,,Nazionale PNF,,,,
1105,16,Match for third place,,1934-06-07,0,1,GER,AUT,Germany,Austria,3,2,,,GER,,,,,,Giorgio Ascarelli,,,,
1134,17,Final,,1934-06-10,0,3,ITA,TCH,Italy,Czechoslovakia,2,1,,,ITA,,,,,,Nazionale PNF,,,,
