id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
3049,1,Group Matches,Group C,GER,BOL,1994-06-17,20:00,1994-06-17,15:00
3050,2,Group Matches,Group C,ESP,KOR,1994-06-18,00:30,1994-06-17,19:30
3051,3,Group Matches,Group A,USA,SUI,1994-06-18,15:30,1994-06-18,11:30
3052,4,Group Matches,Group E,ITA,IRL,1994-06-18,20:00,1994-06-18,16:00
3053,5,Group Matches,Group A,COL,ROU,1994-06-19,02:30,1994-06-18,19:30
3054,6,Group Matches,Group F,BEL,MAR,1994-06-19,16:30,1994-06-19,12:30
3055,7,Group Matches,Group E,NOR,MEX,1994-06-19,20:00,1994-06-19,16:00
3056,8,Group Matches,Group B,CMR,SWE,1994-06-20,02:30,1994-06-19,19:30
3057,9,Group Matches,Group B,BRA,RUS,1994-06-20,23:00,1994-06-20,16:00
3058,10,Group Matches,Group F,NED,KSA,1994-06-20,23:30,1994-06-20,19:30
3060,12,Group Matches,Group C,GER,ESP,1994-06-21,21:00,1994-06-21,16:00
3059,11,Group Matches,Group D,ARG,GRE,1994-06-21,16:30,1994-06-21,12:30
3061,13,Group Matches,Group D,NGA,BUL,1994-06-22,00:30,1994-06-21,19:30
3062,14,Group Matches,Group A,ROU,SUI,1994-06-22,20:00,1994-06-22,16:00
3063,15,Group Matches,Group A,USA,COL,1994-06-23,02:30,1994-06-22,19:30
3064,16,Group Matches,Group E,ITA,NOR,1994-06-23,20:00,1994-06-23,16:00
3065,17,Group Matches,Group C,KOR,BOL,1994-06-23,23:30,1994-06-23,19:30
3066,18,Group Matches,Group E,MEX,IRL,1994-06-24,16:30,1994-06-24,12:30
3067,19,Group Matches,Group B,BRA,CMR,1994-06-24,23:00,1994-06-24,16:00
3068,20,Group Matches,Group B,SWE,RUS,1994-06-24,23:30,1994-06-24,19:30
3071,23,Group Matches,Group D,ARG,NGA,1994-06-25,20:00,1994-06-25,16:00
3070,22,Group Matches,Group F,KSA,MAR,1994-06-25,16:30,1994-06-25,12:30
3069,21,Group Matches,Group F,BEL,NED,1994-06-25,16:30,1994-06-25,12:30
3073,25,Group Matches,Group A,USA,ROU,1994-06-26,23:00,1994-06-26,16:00
3074,26,Group Matches,Group A,SUI,COL,1994-06-26,23:00,1994-06-26,16:00
3072,24,Group Matches,Group D,BUL,GRE,1994-06-26,17:30,1994-06-26,12:30
3076,28,Group Matches,Group C,GER,KOR,1994-06-27,21:00,1994-06-27,16:00
3075,27,Group Matches,Group C,BOL,ESP,1994-06-27,21:00,1994-06-27,16:00
3078,30,Group Matches,Group E,ITA,MEX,1994-06-28,16:30,1994-06-28,12:30
3077,29,Group Matches,Group E,IRL,NOR,1994-06-28,16:30,1994-06-28,12:30
3080,32,Group Matches,Group B,BRA,SWE,1994-06-28,20:00,1994-06-28,16:00
3079,31,Group Matches,Group B,RUS,CMR,1994-06-28,23:00,1994-06-28,16:00
3082,34,Group Matches,Group F,BEL,KSA,1994-06-29,16:30,1994-06-29,12:30
3081,33,Group Matches,Group F,MAR,NED,1994-06-29,16:30,1994-06-29,12:30
3083,35,Group Matches,Group D,GRE,NGA,1994-06-30,23:30,1994-06-30,19:30
3084,36,Group Matches,Group D,ARG,BUL,1994-07-01,00:30,1994-06-30,19:30
3086,38,Round of 16,,ESP,SUI,1994-07-02,20:30,1994-07-02,16:30
3085,37,Round of 16,,GER,BEL,1994-07-02,17:00,1994-07-02,12:00
3088,40,Round of 16,,ROU,ARG,1994-07-03,20:30,1994-07-03,13:30
3087,39,Round of 16,,KSA,SWE,1994-07-03,17:00,1994-07-03,12:00
3089,41,Round of 16,,NED,IRL,1994-07-04,16:00,1994-07-04,12:00
3090,42,Round of 16,,BRA,USA,1994-07-04,19:30,1994-07-04,12:30
3091,43,Round of 16,,NGA,ITA,1994-07-05,17:00,1994-07-05,13:00
3092,44,Round of 16,,MEX,BUL,1994-07-05,20:30,1994-07-05,16:30
3097,45,Quarter-final,,ITA,ESP,1994-07-09,16:00,1994-07-09,12:00
3098,46,Quarter-final,,NED,BRA,1994-07-09,19:30,1994-07-09,14:30
3096,47,Quarter-final,,BUL,GER,1994-07-10,16:00,1994-07-10,12:00
3095,48,Quarter-final,,ROU,SWE,1994-07-10,19:30,1994-07-10,12:30
3100,49,Semi-final,,BUL,ITA,1994-07-13,20:00,1994-07-13,16:00
3099,50,Semi-final,,SWE,BRA,1994-07-13,23:30,1994-07-13,16:30
3103,51,Match for third place,,SWE,BUL,1994-07-16,19:30,1994-07-16,12:30
3104,52,Final,,BRA,ITA,1994-07-17,19:30,1994-07-17,12:30
